freq,citizen,agedef,age,unit,sex,geo,time,value
A,TOTAL,COMPLET,TOTAL,NR,T,AT,1998,72723
A,TOTAL,COMPLET,TOTAL,NR,T,AT,1999,86710
A,TOTAL,COMPLET,TOTAL,NR,T,AT,2000,81676
A,TOTAL,COMPLET,TOTAL,NR,T,AT,2001,89928
A,TOTAL,COMPLET,TOTAL,NR,T,AT,2002,108125
A,TOTAL,COMPLET,TOTAL,NR,T,AT,2003,111869
A,TOTAL,COMPLET,TOTAL,NR,T,AT,2004,122547
A,TOTAL,COMPLET,TOTAL,NR,T,AT,2005,114465
A,TOTAL,COMPLET,TOTAL,NR,T,AT,2006,98535
A,TOTAL,COMPLET,TOTAL,NR,T,AT,2007,72862
A,TOTAL,COMPLET,TOTAL,NR,T,AT,2008,73772
A,TOTAL,COMPLET,TOTAL,NR,T,AT,2009,69295
A,TOTAL,COMPLET,TOTAL,NR,T,AT,2010,70978
A,TOTAL,COMPLET,TOTAL,NR,T,AT,2011,82230
A,TOTAL,COMPLET,TOTAL,NR,T,AT,2012,91557
A,TOTAL,COMPLET,TOTAL,NR,T,AT,2013,101866
A,TOTAL,COMPLET,TOTAL,NR,T,AT,2014,116262
A,TOTAL,COMPLET,TOTAL,NR,T,AT,2015,166323
A,TOTAL,COMPLET,TOTAL,NR,T,AT,2016,129509
A,TOTAL,COMPLET,TOTAL,NR,T,AT,2017,111801
A,TOTAL,COMPLET,TOTAL,NR,T,AT,2018,105633
A,TOTAL,COMPLET,TOTAL,NR,T,AT,2019,109167
A,TOTAL,COMPLET,TOTAL,NR,T,AT,2020,103565
A,TOTAL,COMPLET,TOTAL,NR,T,AT,2021,118511
A,TOTAL,COMPLET,TOTAL,NR,T,AT,2022,201622
A,TOTAL,COMPLET,TOTAL,NR,T,AT,2023,147591
A,TOTAL,COMPLET,TOTAL,NR,T,AT,2024,128805
A,TOTAL,COMPLET,TOTAL,NR,T,BE,1998,83812
A,TOTAL,COMPLET,TOTAL,NR,T,BE,1999,91624
A,TOTAL,COMPLET,TOTAL,NR,T,BE,2000,89388
A,TOTAL,COMPLET,TOTAL,NR,T,BE,2001,110410
A,TOTAL,COMPLET,TOTAL,NR,T,BE,2002,113857
A,TOTAL,COMPLET,TOTAL,NR,T,BE,2003,112060
A,TOTAL,COMPLET,TOTAL,NR,T,BE,2004,117236
A,TOTAL,COMPLET,TOTAL,NR,T,BE,2005,132810
A,TOTAL,COMPLET,TOTAL,NR,T,BE,2006,137699
A,TOTAL,COMPLET,TOTAL,NR,T,BE,2007,146409
A,TOTAL,COMPLET,TOTAL,NR,T,BE,2010,135281
A,TOTAL,COMPLET,TOTAL,NR,T,BE,2011,147377
A,TOTAL,COMPLET,TOTAL,NR,T,BE,2012,129477
A,TOTAL,COMPLET,TOTAL,NR,T,BE,2013,120078
A,TOTAL,COMPLET,TOTAL,NR,T,BE,2014,123158
A,TOTAL,COMPLET,TOTAL,NR,T,BE,2015,146626
A,TOTAL,COMPLET,TOTAL,NR,T,BE,2016,123702
A,TOTAL,COMPLET,TOTAL,NR,T,BE,2017,126703
A,TOTAL,COMPLET,TOTAL,NR,T,BE,2018,137860
A,TOTAL,COMPLET,TOTAL,NR,T,BE,2019,150006
A,TOTAL,COMPLET,TOTAL,NR,T,BE,2020,118683
A,TOTAL,COMPLET,TOTAL,NR,T,BE,2021,139743
A,TOTAL,COMPLET,TOTAL,NR,T,BE,2022,208356
A,TOTAL,COMPLET,TOTAL,NR,T,BE,2023,169609
A,TOTAL,COMPLET,TOTAL,NR,T,BE,2024,162926
A,TOTAL,COMPLET,TOTAL,NR,T,BG,2007,1561
A,TOTAL,COMPLET,TOTAL,NR,T,BG,2012,14103
A,TOTAL,COMPLET,TOTAL,NR,T,BG,2013,18570
A,TOTAL,COMPLET,TOTAL,NR,T,BG,2014,26615
A,TOTAL,COMPLET,TOTAL,NR,T,BG,2015,25223
A,TOTAL,COMPLET,TOTAL,NR,T,BG,2016,21241
A,TOTAL,COMPLET,TOTAL,NR,T,BG,2017,25597
A,TOTAL,COMPLET,TOTAL,NR,T,BG,2018,29559
A,TOTAL,COMPLET,TOTAL,NR,T,BG,2019,37929
A,TOTAL,COMPLET,TOTAL,NR,T,BG,2020,37364
A,TOTAL,COMPLET,TOTAL,NR,T,BG,2021,39461
A,TOTAL,COMPLET,TOTAL,NR,T,BG,2022,40619
A,TOTAL,COMPLET,TOTAL,NR,T,BG,2023,56807
A,TOTAL,COMPLET,TOTAL,NR,T,BG,2024,52189
A,TOTAL,COMPLET,TOTAL,NR,T,CH,1998,95955
A,TOTAL,COMPLET,TOTAL,NR,T,CH,1999,107953
A,TOTAL,COMPLET,TOTAL,NR,T,CH,2000,110302
A,TOTAL,COMPLET,TOTAL,NR,T,CH,2001,124077
A,TOTAL,COMPLET,TOTAL,NR,T,CH,2002,127340
A,TOTAL,COMPLET,TOTAL,NR,T,CH,2003,119783
A,TOTAL,COMPLET,TOTAL,NR,T,CH,2004,120188
A,TOTAL,COMPLET,TOTAL,NR,T,CH,2005,118270
A,TOTAL,COMPLET,TOTAL,NR,T,CH,2006,127586
A,TOTAL,COMPLET,TOTAL,NR,T,CH,2007,165634
A,TOTAL,COMPLET,TOTAL,NR,T,CH,2008,184297
A,TOTAL,COMPLET,TOTAL,NR,T,CH,2009,160623
A,TOTAL,COMPLET,TOTAL,NR,T,CH,2010,161778
A,TOTAL,COMPLET,TOTAL,NR,T,CH,2011,148799
A,TOTAL,COMPLET,TOTAL,NR,T,CH,2012,149051
A,TOTAL,COMPLET,TOTAL,NR,T,CH,2013,160157
A,TOTAL,COMPLET,TOTAL,NR,T,CH,2014,156282
A,TOTAL,COMPLET,TOTAL,NR,T,CH,2015,153627
A,TOTAL,COMPLET,TOTAL,NR,T,CH,2016,149305
A,TOTAL,COMPLET,TOTAL,NR,T,CH,2017,143377
A,TOTAL,COMPLET,TOTAL,NR,T,CH,2018,144857
A,TOTAL,COMPLET,TOTAL,NR,T,CH,2019,145129
A,TOTAL,COMPLET,TOTAL,NR,T,CH,2020,138778
A,TOTAL,COMPLET,TOTAL,NR,T,CH,2021,144907
A,TOTAL,COMPLET,TOTAL,NR,T,CH,2022,167079
A,TOTAL,COMPLET,TOTAL,NR,T,CH,2023,263081
A,TOTAL,COMPLET,TOTAL,NR,T,CH,2024,212578
A,TOTAL,COMPLET,TOTAL,NR,T,CY,1998,8801
A,TOTAL,COMPLET,TOTAL,NR,T,CY,1999,8524
A,TOTAL,COMPLET,TOTAL,NR,T,CY,2000,12764
A,TOTAL,COMPLET,TOTAL,NR,T,CY,2001,17485
A,TOTAL,COMPLET,TOTAL,NR,T,CY,2002,6940
A,TOTAL,COMPLET,TOTAL,NR,T,CY,2003,7981
A,TOTAL,COMPLET,TOTAL,NR,T,CY,2004,9003
A,TOTAL,COMPLET,TOTAL,NR,T,CY,2005,10320
A,TOTAL,COMPLET,TOTAL,NR,T,CY,2006,13077
A,TOTAL,COMPLET,TOTAL,NR,T,CY,2007,19328
A,TOTAL,COMPLET,TOTAL,NR,T,CY,2008,21060
A,TOTAL,COMPLET,TOTAL,NR,T,CY,2009,22581
A,TOTAL,COMPLET,TOTAL,NR,T,CY,2010,20206
A,TOTAL,COMPLET,TOTAL,NR,T,CY,2011,23037
A,TOTAL,COMPLET,TOTAL,NR,T,CY,2012,16138
A,TOTAL,COMPLET,TOTAL,NR,T,CY,2013,13666
A,TOTAL,COMPLET,TOTAL,NR,T,CY,2014,13003
A,TOTAL,COMPLET,TOTAL,NR,T,CY,2015,15364
A,TOTAL,COMPLET,TOTAL,NR,T,CY,2016,18590
A,TOTAL,COMPLET,TOTAL,NR,T,CY,2017,22458
A,TOTAL,COMPLET,TOTAL,NR,T,CY,2018,25740
A,TOTAL,COMPLET,TOTAL,NR,T,CY,2019,27553
A,TOTAL,COMPLET,TOTAL,NR,T,CY,2020,22850
A,TOTAL,COMPLET,TOTAL,NR,T,CY,2021,25473
A,TOTAL,COMPLET,TOTAL,NR,T,CY,2022,37558
A,TOTAL,COMPLET,TOTAL,NR,T,CY,2023,40761
A,TOTAL,COMPLET,TOTAL,NR,T,CY,2024,40471
A,TOTAL,COMPLET,TOTAL,NR,T,CZ,2001,12918
A,TOTAL,COMPLET,TOTAL,NR,T,CZ,2002,44679
A,TOTAL,COMPLET,TOTAL,NR,T,CZ,2003,60015
A,TOTAL,COMPLET,TOTAL,NR,T,CZ,2004,53453
A,TOTAL,COMPLET,TOTAL,NR,T,CZ,2005,60294
A,TOTAL,COMPLET,TOTAL,NR,T,CZ,2006,68183
A,TOTAL,COMPLET,TOTAL,NR,T,CZ,2007,104445
A,TOTAL,COMPLET,TOTAL,NR,T,CZ,2008,108267
A,TOTAL,COMPLET,TOTAL,NR,T,CZ,2009,75620
A,TOTAL,COMPLET,TOTAL,NR,T,CZ,2010,48317
A,TOTAL,COMPLET,TOTAL,NR,T,CZ,2011,27114
A,TOTAL,COMPLET,TOTAL,NR,T,CZ,2012,34337
A,TOTAL,COMPLET,TOTAL,NR,T,CZ,2013,30124
A,TOTAL,COMPLET,TOTAL,NR,T,CZ,2014,29897
A,TOTAL,COMPLET,TOTAL,NR,T,CZ,2015,29602
A,TOTAL,COMPLET,TOTAL,NR,T,CZ,2016,64083
A,TOTAL,COMPLET,TOTAL,NR,T,CZ,2017,51847
A,TOTAL,COMPLET,TOTAL,NR,T,CZ,2018,65910
A,TOTAL,COMPLET,TOTAL,NR,T,CZ,2019,105888
A,TOTAL,COMPLET,TOTAL,NR,T,CZ,2020,63095
A,TOTAL,COMPLET,TOTAL,NR,T,CZ,2021,69360
A,TOTAL,COMPLET,TOTAL,NR,T,CZ,2022,347429
A,TOTAL,COMPLET,TOTAL,NR,T,CZ,2023,142149
A,TOTAL,COMPLET,TOTAL,NR,T,CZ,2024,123910
A,TOTAL,COMPLET,TOTAL,NR,T,DE,1998,802456
A,TOTAL,COMPLET,TOTAL,NR,T,DE,1999,874023
A,TOTAL,COMPLET,TOTAL,NR,T,DE,2000,841158
A,TOTAL,COMPLET,TOTAL,NR,T,DE,2001,879217
A,TOTAL,COMPLET,TOTAL,NR,T,DE,2002,842543
A,TOTAL,COMPLET,TOTAL,NR,T,DE,2003,768975
A,TOTAL,COMPLET,TOTAL,NR,T,DE,2004,780175
A,TOTAL,COMPLET,TOTAL,NR,T,DE,2005,707352
A,TOTAL,COMPLET,TOTAL,NR,T,DE,2006,661855
A,TOTAL,COMPLET,TOTAL,NR,T,DE,2007,680766
A,TOTAL,COMPLET,TOTAL,NR,T,DE,2008,682146
A,TOTAL,COMPLET,TOTAL,NR,T,DE,2009,346216
A,TOTAL,COMPLET,TOTAL,NR,T,DE,2010,404055
A,TOTAL,COMPLET,TOTAL,NR,T,DE,2011,489422
A,TOTAL,COMPLET,TOTAL,NR,T,DE,2012,592175
A,TOTAL,COMPLET,TOTAL,NR,T,DE,2013,692713
A,TOTAL,COMPLET,TOTAL,NR,T,DE,2014,898840
A,TOTAL,COMPLET,TOTAL,NR,T,DE,2015,1595865
A,TOTAL,COMPLET,TOTAL,NR,T,DE,2016,1042484
A,TOTAL,COMPLET,TOTAL,NR,T,DE,2017,900291
A,TOTAL,COMPLET,TOTAL,NR,T,DE,2018,855708
A,TOTAL,COMPLET,TOTAL,NR,T,DE,2019,834338
A,TOTAL,COMPLET,TOTAL,NR,T,DE,2020,666639
A,TOTAL,COMPLET,TOTAL,NR,T,DE,2021,801361
A,TOTAL,COMPLET,TOTAL,NR,T,DE,2022,1977121
A,TOTAL,COMPLET,TOTAL,NR,T,DE,2023,1303251
A,TOTAL,COMPLET,TOTAL,NR,T,DE,2024,1078504
A,TOTAL,COMPLET,TOTAL,NR,T,DK,1998,51372
A,TOTAL,COMPLET,TOTAL,NR,T,DK,1999,50236
A,TOTAL,COMPLET,TOTAL,NR,T,DK,2000,52915
A,TOTAL,COMPLET,TOTAL,NR,T,DK,2001,55984
A,TOTAL,COMPLET,TOTAL,NR,T,DK,2002,52778
A,TOTAL,COMPLET,TOTAL,NR,T,DK,2003,49754
A,TOTAL,COMPLET,TOTAL,NR,T,DK,2004,49860
A,TOTAL,COMPLET,TOTAL,NR,T,DK,2005,52458
A,TOTAL,COMPLET,TOTAL,NR,T,DK,2006,56750
A,TOTAL,COMPLET,TOTAL,NR,T,DK,2007,64656
A,TOTAL,COMPLET,TOTAL,NR,T,DK,2008,57357
A,TOTAL,COMPLET,TOTAL,NR,T,DK,2009,51800
A,TOTAL,COMPLET,TOTAL,NR,T,DK,2010,52236
A,TOTAL,COMPLET,TOTAL,NR,T,DK,2011,52833
A,TOTAL,COMPLET,TOTAL,NR,T,DK,2012,54409
A,TOTAL,COMPLET,TOTAL,NR,T,DK,2013,60312
A,TOTAL,COMPLET,TOTAL,NR,T,DK,2014,68388
A,TOTAL,COMPLET,TOTAL,NR,T,DK,2015,78492
A,TOTAL,COMPLET,TOTAL,NR,T,DK,2016,74383
A,TOTAL,COMPLET,TOTAL,NR,T,DK,2017,68579
A,TOTAL,COMPLET,TOTAL,NR,T,DK,2018,64669
A,TOTAL,COMPLET,TOTAL,NR,T,DK,2019,61384
A,TOTAL,COMPLET,TOTAL,NR,T,DK,2020,57230
A,TOTAL,COMPLET,TOTAL,NR,T,DK,2021,63489
A,TOTAL,COMPLET,TOTAL,NR,T,DK,2022,121183
A,TOTAL,COMPLET,TOTAL,NR,T,DK,2023,98344
A,TOTAL,COMPLET,TOTAL,NR,T,DK,2024,101724
A,TOTAL,COMPLET,TOTAL,NR,T,EE,2000,35
A,TOTAL,COMPLET,TOTAL,NR,T,EE,2001,241
A,TOTAL,COMPLET,TOTAL,NR,T,EE,2002,575
A,TOTAL,COMPLET,TOTAL,NR,T,EE,2003,967
A,TOTAL,COMPLET,TOTAL,NR,T,EE,2004,1097
A,TOTAL,COMPLET,TOTAL,NR,T,EE,2005,1436
A,TOTAL,COMPLET,TOTAL,NR,T,EE,2006,2234
A,TOTAL,COMPLET,TOTAL,NR,T,EE,2007,3741
A,TOTAL,COMPLET,TOTAL,NR,T,EE,2008,3671
A,TOTAL,COMPLET,TOTAL,NR,T,EE,2009,3884
A,TOTAL,COMPLET,TOTAL,NR,T,EE,2010,2810
A,TOTAL,COMPLET,TOTAL,NR,T,EE,2011,3709
A,TOTAL,COMPLET,TOTAL,NR,T,EE,2012,2639
A,TOTAL,COMPLET,TOTAL,NR,T,EE,2013,4109
A,TOTAL,COMPLET,TOTAL,NR,T,EE,2014,3904
A,TOTAL,COMPLET,TOTAL,NR,T,EE,2015,15413
A,TOTAL,COMPLET,TOTAL,NR,T,EE,2016,14822
A,TOTAL,COMPLET,TOTAL,NR,T,EE,2017,17616
A,TOTAL,COMPLET,TOTAL,NR,T,EE,2018,17547
A,TOTAL,COMPLET,TOTAL,NR,T,EE,2019,18259
A,TOTAL,COMPLET,TOTAL,NR,T,EE,2020,16209
A,TOTAL,COMPLET,TOTAL,NR,T,EE,2021,19524
A,TOTAL,COMPLET,TOTAL,NR,T,EE,2022,49414
A,TOTAL,COMPLET,TOTAL,NR,T,EE,2023,26399
A,TOTAL,COMPLET,TOTAL,NR,T,EE,2024,18634
A,TOTAL,COMPLET,TOTAL,NR,T,EL,1998,116411
A,TOTAL,COMPLET,TOTAL,NR,T,EL,1999,84695
A,TOTAL,COMPLET,TOTAL,NR,T,EL,2000,109251
A,TOTAL,COMPLET,TOTAL,NR,T,EL,2001,98471
A,TOTAL,COMPLET,TOTAL,NR,T,EL,2002,67220
A,TOTAL,COMPLET,TOTAL,NR,T,EL,2003,63141
A,TOTAL,COMPLET,TOTAL,NR,T,EL,2004,66871
A,TOTAL,COMPLET,TOTAL,NR,T,EL,2005,70933
A,TOTAL,COMPLET,TOTAL,NR,T,EL,2006,63094
A,TOTAL,COMPLET,TOTAL,NR,T,EL,2007,63298
A,TOTAL,COMPLET,TOTAL,NR,T,EL,2008,66529
A,TOTAL,COMPLET,TOTAL,NR,T,EL,2009,58613
A,TOTAL,COMPLET,TOTAL,NR,T,EL,2010,60462
A,TOTAL,COMPLET,TOTAL,NR,T,EL,2011,60089
A,TOTAL,COMPLET,TOTAL,NR,T,EL,2012,58200
A,TOTAL,COMPLET,TOTAL,NR,T,EL,2013,57946
A,TOTAL,COMPLET,TOTAL,NR,T,EL,2014,59013
A,TOTAL,COMPLET,TOTAL,NR,T,EL,2015,64446
A,TOTAL,COMPLET,TOTAL,NR,T,EL,2016,116867
A,TOTAL,COMPLET,TOTAL,NR,T,EL,2017,112247
A,TOTAL,COMPLET,TOTAL,NR,T,EL,2018,119489
A,TOTAL,COMPLET,TOTAL,NR,T,EL,2019,129459
A,TOTAL,COMPLET,TOTAL,NR,T,EL,2020,84221
A,TOTAL,COMPLET,TOTAL,NR,T,EL,2021,57120
A,TOTAL,COMPLET,TOTAL,NR,T,EL,2022,95374
A,TOTAL,COMPLET,TOTAL,NR,T,EL,2023,116591
A,TOTAL,COMPLET,TOTAL,NR,T,EL,2024,132149
A,TOTAL,COMPLET,TOTAL,NR,T,ES,1998,81227
A,TOTAL,COMPLET,TOTAL,NR,T,ES,1999,127365
A,TOTAL,COMPLET,TOTAL,NR,T,ES,2000,362468
A,TOTAL,COMPLET,TOTAL,NR,T,ES,2001,414772
A,TOTAL,COMPLET,TOTAL,NR,T,ES,2002,483260
A,TOTAL,COMPLET,TOTAL,NR,T,ES,2003,470010
A,TOTAL,COMPLET,TOTAL,NR,T,ES,2004,684561
A,TOTAL,COMPLET,TOTAL,NR,T,ES,2005,719284
A,TOTAL,COMPLET,TOTAL,NR,T,ES,2006,840844
A,TOTAL,COMPLET,TOTAL,NR,T,ES,2007,958266
A,TOTAL,COMPLET,TOTAL,NR,T,ES,2008,599075
A,TOTAL,COMPLET,TOTAL,NR,T,ES,2009,392962
A,TOTAL,COMPLET,TOTAL,NR,T,ES,2010,360705
A,TOTAL,COMPLET,TOTAL,NR,T,ES,2011,371331
A,TOTAL,COMPLET,TOTAL,NR,T,ES,2012,304053
A,TOTAL,COMPLET,TOTAL,NR,T,ES,2013,280772
A,TOTAL,COMPLET,TOTAL,NR,T,ES,2014,305454
A,TOTAL,COMPLET,TOTAL,NR,T,ES,2015,342114
A,TOTAL,COMPLET,TOTAL,NR,T,ES,2016,414746
A,TOTAL,COMPLET,TOTAL,NR,T,ES,2017,532132
A,TOTAL,COMPLET,TOTAL,NR,T,ES,2018,643684
A,TOTAL,COMPLET,TOTAL,NR,T,ES,2019,750480
A,TOTAL,COMPLET,TOTAL,NR,T,ES,2020,467918
A,TOTAL,COMPLET,TOTAL,NR,T,ES,2021,887960
A,TOTAL,COMPLET,TOTAL,NR,T,ES,2022,1258894
A,TOTAL,COMPLET,TOTAL,NR,T,ES,2023,1250991
A,TOTAL,COMPLET,TOTAL,NR,T,ES,2024,1288562
A,TOTAL,COMPLET,TOTAL,NR,T,EU27_2020,2013,2901962
A,TOTAL,COMPLET,TOTAL,NR,T,EU27_2020,2014,3187841
A,TOTAL,COMPLET,TOTAL,NR,T,EU27_2020,2015,4097244
A,TOTAL,COMPLET,TOTAL,NR,T,EU27_2020,2016,3735536
A,TOTAL,COMPLET,TOTAL,NR,T,EU27_2020,2017,3766413
A,TOTAL,COMPLET,TOTAL,NR,T,EU27_2020,2018,3936055
A,TOTAL,COMPLET,TOTAL,NR,T,EU27_2020,2019,4206293
A,TOTAL,COMPLET,TOTAL,NR,T,EU27_2020,2020,3279673
A,TOTAL,COMPLET,TOTAL,NR,T,EU27_2020,2021,4132213
A,TOTAL,COMPLET,TOTAL,NR,T,EU27_2020,2022,6997284
A,TOTAL,COMPLET,TOTAL,NR,T,EU27_2020,2023,6011360
A,TOTAL,COMPLET,TOTAL,NR,T,EU27_2020,2024,5684984
A,TOTAL,COMPLET,TOTAL,NR,T,FI,1998,14192
A,TOTAL,COMPLET,TOTAL,NR,T,FI,1999,14744
A,TOTAL,COMPLET,TOTAL,NR,T,FI,2000,16895
A,TOTAL,COMPLET,TOTAL,NR,T,FI,2001,18955
A,TOTAL,COMPLET,TOTAL,NR,T,FI,2002,18113
A,TOTAL,COMPLET,TOTAL,NR,T,FI,2003,17838
A,TOTAL,COMPLET,TOTAL,NR,T,FI,2004,20333
A,TOTAL,COMPLET,TOTAL,NR,T,FI,2005,21355
A,TOTAL,COMPLET,TOTAL,NR,T,FI,2006,22451
A,TOTAL,COMPLET,TOTAL,NR,T,FI,2007,26029
A,TOTAL,COMPLET,TOTAL,NR,T,FI,2008,29114
A,TOTAL,COMPLET,TOTAL,NR,T,FI,2009,26699
A,TOTAL,COMPLET,TOTAL,NR,T,FI,2010,25636
A,TOTAL,COMPLET,TOTAL,NR,T,FI,2011,29481
A,TOTAL,COMPLET,TOTAL,NR,T,FI,2012,31278
A,TOTAL,COMPLET,TOTAL,NR,T,FI,2013,31941
A,TOTAL,COMPLET,TOTAL,NR,T,FI,2014,31507
A,TOTAL,COMPLET,TOTAL,NR,T,FI,2015,28746
A,TOTAL,COMPLET,TOTAL,NR,T,FI,2016,34905
A,TOTAL,COMPLET,TOTAL,NR,T,FI,2017,31797
A,TOTAL,COMPLET,TOTAL,NR,T,FI,2018,31106
A,TOTAL,COMPLET,TOTAL,NR,T,FI,2019,32758
A,TOTAL,COMPLET,TOTAL,NR,T,FI,2020,32898
A,TOTAL,COMPLET,TOTAL,NR,T,FI,2021,36364
A,TOTAL,COMPLET,TOTAL,NR,T,FI,2022,49998
A,TOTAL,COMPLET,TOTAL,NR,T,FI,2023,73236
A,TOTAL,COMPLET,TOTAL,NR,T,FI,2024,63965
A,TOTAL,COMPLET,TOTAL,NR,T,FR,2006,301544
A,TOTAL,COMPLET,TOTAL,NR,T,FR,2007,293980
A,TOTAL,COMPLET,TOTAL,NR,T,FR,2008,296608
A,TOTAL,COMPLET,TOTAL,NR,T,FR,2009,296970
A,TOTAL,COMPLET,TOTAL,NR,T,FR,2010,307111
A,TOTAL,COMPLET,TOTAL,NR,T,FR,2011,319816
A,TOTAL,COMPLET,TOTAL,NR,T,FR,2012,327431
A,TOTAL,COMPLET,TOTAL,NR,T,FR,2013,338752
A,TOTAL,COMPLET,TOTAL,NR,T,FR,2014,340383
A,TOTAL,COMPLET,TOTAL,NR,T,FR,2015,364221
A,TOTAL,COMPLET,TOTAL,NR,T,FR,2016,377709
A,TOTAL,COMPLET,TOTAL,NR,T,FR,2017,369621
A,TOTAL,COMPLET,TOTAL,NR,T,FR,2018,387160
A,TOTAL,COMPLET,TOTAL,NR,T,FR,2019,385596
A,TOTAL,COMPLET,TOTAL,NR,T,FR,2020,331137
A,TOTAL,COMPLET,TOTAL,NR,T,FR,2021,388513
A,TOTAL,COMPLET,TOTAL,NR,T,FR,2022,490655
A,TOTAL,COMPLET,TOTAL,NR,T,FR,2023,467548
A,TOTAL,COMPLET,TOTAL,NR,T,FR,2024,438626
A,TOTAL,COMPLET,TOTAL,NR,T,HR,1998,51784
A,TOTAL,COMPLET,TOTAL,NR,T,HR,1999,32910
A,TOTAL,COMPLET,TOTAL,NR,T,HR,2001,24415
A,TOTAL,COMPLET,TOTAL,NR,T,HR,2002,20365
A,TOTAL,COMPLET,TOTAL,NR,T,HR,2003,18455
A,TOTAL,COMPLET,TOTAL,NR,T,HR,2004,18383
A,TOTAL,COMPLET,TOTAL,NR,T,HR,2006,14978
A,TOTAL,COMPLET,TOTAL,NR,T,HR,2007,14622
A,TOTAL,COMPLET,TOTAL,NR,T,HR,2008,16883
A,TOTAL,COMPLET,TOTAL,NR,T,HR,2009,13213
A,TOTAL,COMPLET,TOTAL,NR,T,HR,2010,8846
A,TOTAL,COMPLET,TOTAL,NR,T,HR,2011,8534
A,TOTAL,COMPLET,TOTAL,NR,T,HR,2012,8959
A,TOTAL,COMPLET,TOTAL,NR,T,HR,2013,10378
A,TOTAL,COMPLET,TOTAL,NR,T,HR,2014,10638
A,TOTAL,COMPLET,TOTAL,NR,T,HR,2015,11706
A,TOTAL,COMPLET,TOTAL,NR,T,HR,2016,13985
A,TOTAL,COMPLET,TOTAL,NR,T,HR,2017,15553
A,TOTAL,COMPLET,TOTAL,NR,T,HR,2018,26029
A,TOTAL,COMPLET,TOTAL,NR,T,HR,2019,37726
A,TOTAL,COMPLET,TOTAL,NR,T,HR,2020,33414
A,TOTAL,COMPLET,TOTAL,NR,T,HR,2021,35912
A,TOTAL,COMPLET,TOTAL,NR,T,HR,2022,57972
A,TOTAL,COMPLET,TOTAL,NR,T,HR,2023,69396
A,TOTAL,COMPLET,TOTAL,NR,T,HR,2024,70391
A,TOTAL,COMPLET,TOTAL,NR,T,HU,1998,17269
A,TOTAL,COMPLET,TOTAL,NR,T,HU,1999,21422
A,TOTAL,COMPLET,TOTAL,NR,T,HU,2000,21726
A,TOTAL,COMPLET,TOTAL,NR,T,HU,2001,22079
A,TOTAL,COMPLET,TOTAL,NR,T,HU,2002,19855
A,TOTAL,COMPLET,TOTAL,NR,T,HU,2003,21327
A,TOTAL,COMPLET,TOTAL,NR,T,HU,2004,24298
A,TOTAL,COMPLET,TOTAL,NR,T,HU,2005,27820
A,TOTAL,COMPLET,TOTAL,NR,T,HU,2006,25732
A,TOTAL,COMPLET,TOTAL,NR,T,HU,2007,24361
A,TOTAL,COMPLET,TOTAL,NR,T,HU,2008,37652
A,TOTAL,COMPLET,TOTAL,NR,T,HU,2009,27894
A,TOTAL,COMPLET,TOTAL,NR,T,HU,2010,25519
A,TOTAL,COMPLET,TOTAL,NR,T,HU,2011,28018
A,TOTAL,COMPLET,TOTAL,NR,T,HU,2012,33702
A,TOTAL,COMPLET,TOTAL,NR,T,HU,2013,38968
A,TOTAL,COMPLET,TOTAL,NR,T,HU,2014,54581
A,TOTAL,COMPLET,TOTAL,NR,T,HU,2015,58344
A,TOTAL,COMPLET,TOTAL,NR,T,HU,2016,53618
A,TOTAL,COMPLET,TOTAL,NR,T,HU,2017,68070
A,TOTAL,COMPLET,TOTAL,NR,T,HU,2018,82937
A,TOTAL,COMPLET,TOTAL,NR,T,HU,2019,88581
A,TOTAL,COMPLET,TOTAL,NR,T,HU,2020,75470
A,TOTAL,COMPLET,TOTAL,NR,T,HU,2021,80471
A,TOTAL,COMPLET,TOTAL,NR,T,HU,2022,94148
A,TOTAL,COMPLET,TOTAL,NR,T,HU,2023,96192
A,TOTAL,COMPLET,TOTAL,NR,T,HU,2024,88418
A,TOTAL,COMPLET,TOTAL,NR,T,IE,1998,48175
A,TOTAL,COMPLET,TOTAL,NR,T,IE,1999,51675
A,TOTAL,COMPLET,TOTAL,NR,T,IE,2000,57400
A,TOTAL,COMPLET,TOTAL,NR,T,IE,2001,64925
