freq,unit,age,sex,geo,time,value
A,NR,Y15-64,T,EE,2006,919760.0
A,NR,Y15-64,T,EE,2007,910960.0
A,NR,Y15-64,T,EE,2008,906360.0
A,NR,Y15-64,T,EE,2009,903250.0
A,NR,Y15-64,T,EE,2010,899210.0
A,NR,Y15-64,T,EE,2011,893550.0
A,NR,Y15-64,T,EE,2012,884990.0
A,NR,Y15-64,T,EE,2013,875302.0
A,NR,Y15-64,T,EE,2014,866008.0
A,NR,Y15-64,T,EE,2015,857323.0
A,NR,Y15-64,T,EE,2016,854174.0
A,NR,Y15-64,T,EE,2017,847552.0
A,NR,Y15-64,T,EE,2018,845525.0
A,NR,Y15-64,T,EE,2019,845549.0
A,NR,Y15-64,T,EE,2020,843986.0
A,NR,Y15-64,T,EE,2021,840956.0
A,NR,Y15-64,T,EE,2022,841851.0
A,NR,Y15-64,T,EE,2023,865512.0
A,NR,Y15-64,T,EE,2024,872898.0
A,NR,Y15-64,T,EE,2025,869824.0
A,NR,Y15-64,T,EEA30_2007,1995,322569580.0
A,NR,Y15-64,T,EEA30_2007,1996,323377525.0
A,NR,Y15-64,T,EEA30_2007,1997,324224471.0
A,NR,Y15-64,T,EEA30_2007,1998,326003771.0
A,NR,Y15-64,T,EEA30_2007,1999,326786517.0
A,NR,Y15-64,T,EEA30_2007,2000,327299754.0
A,NR,Y15-64,T,EEA30_2007,2001,328195982.0
A,NR,Y15-64,T,EEA30_2007,2002,328587148.0
A,NR,Y15-64,T,EEA30_2007,2003,329842245.0
A,NR,Y15-64,T,EEA30_2007,2004,331297521.0
A,NR,Y15-64,T,EEA30_2007,2005,332625822.0
A,NR,Y15-64,T,EEA30_2007,2006,333770381.0
A,NR,Y15-64,T,EEA30_2007,2007,334987725.0
A,NR,Y15-64,T,EEA30_2007,2008,336347031.0
A,NR,Y15-64,T,EEA30_2007,2009,337025766.0
A,NR,Y15-64,T,EEA30_2007,2010,336931182.0
A,NR,Y15-64,T,EEA30_2007,2011,336078848.0
A,NR,Y15-64,T,EEA30_2007,2012,335611828.0
A,NR,Y15-64,T,EEA30_2007,2013,334874067.0
A,NR,Y15-64,T,EEA30_2007,2015,333485487.0
A,NR,Y15-64,T,EEA30_2007,2016,333346928.0
A,NR,Y15-64,T,EEA30_2007,2017,332654378.0
A,NR,Y15-64,T,EEA30_2007,2018,332030265.0
A,NR,Y15-64,T,EEA30_2007,2019,331737039.0
A,NR,Y15-64,T,EEA31,2001,331075543.0
A,NR,Y15-64,T,EEA31,2002,331467059.0
A,NR,Y15-64,T,EEA31,2003,332717001.0
A,NR,Y15-64,T,EEA31,2004,334172976.0
A,NR,Y15-64,T,EEA31,2005,335502999.0
A,NR,Y15-64,T,EEA31,2006,336646636.0
A,NR,Y15-64,T,EEA31,2007,337866733.0
A,NR,Y15-64,T,EEA31,2008,339222060.0
A,NR,Y15-64,T,EEA31,2009,339900595.0
A,NR,Y15-64,T,EEA31,2010,339805757.0
A,NR,Y15-64,T,EEA31,2011,338953137.0
A,NR,Y15-64,T,EEA31,2012,338477290.0
A,NR,Y15-64,T,EEA31,2013,338014364.0
A,NR,Y15-64,T,EEA31,2015,336270317.0
A,NR,Y15-64,T,EEA31,2016,336085674.0
A,NR,Y15-64,T,EEA31,2017,335339200.0
A,NR,Y15-64,T,EEA31,2018,334648234.0
A,NR,Y15-64,T,EEA31,2019,334302591.0
A,NR,Y15-64,T,EFTA,1995,7751497.0
A,NR,Y15-64,T,EFTA,1996,7787094.0
A,NR,Y15-64,T,EFTA,1997,7807317.0
A,NR,Y15-64,T,EFTA,1998,7832442.0
A,NR,Y15-64,T,EFTA,1999,7872889.0
A,NR,Y15-64,T,EFTA,2000,7926597.0
A,NR,Y15-64,T,EFTA,2001,7977802.0
A,NR,Y15-64,T,EFTA,2002,8052774.0
A,NR,Y15-64,T,EFTA,2003,8130486.0
A,NR,Y15-64,T,EFTA,2004,8201502.0
A,NR,Y15-64,T,EFTA,2005,8272778.0
A,NR,Y15-64,T,EFTA,2006,8348392.0
A,NR,Y15-64,T,EFTA,2007,8430566.0
A,NR,Y15-64,T,EFTA,2008,8546178.0
A,NR,Y15-64,T,EFTA,2009,8668643.0
A,NR,Y15-64,T,EFTA,2010,8751922.0
A,NR,Y15-64,T,EFTA,2011,8844016.0
A,NR,Y15-64,T,EFTA,2012,8927586.0
A,NR,Y15-64,T,EFTA,2013,9012481.0
A,NR,Y15-64,T,EFTA,2014,9101790.0
A,NR,Y15-64,T,EFTA,2015,9189527.0
A,NR,Y15-64,T,EFTA,2016,9265941.0
A,NR,Y15-64,T,EFTA,2017,9337151.0
A,NR,Y15-64,T,EFTA,2018,9382878.0
A,NR,Y15-64,T,EFTA,2019,9422190.0
A,NR,Y15-64,T,EFTA,2020,9470376.0
A,NR,Y15-64,T,EFTA,2021,9509918.0
A,NR,Y15-64,T,EFTA,2022,9553763.0
A,NR,Y15-64,T,EFTA,2023,9643558.0
A,NR,Y15-64,T,EFTA,2024,9771402.0
A,NR,Y15-64,T,EFTA,2025,9854629.0
A,NR,Y15-64,T,EL,1995,7133410.0
A,NR,Y15-64,T,EL,1996,7184192.0
A,NR,Y15-64,T,EL,1997,7222477.0
A,NR,Y15-64,T,EL,1998,7273744.0
A,NR,Y15-64,T,EL,1999,7314629.0
A,NR,Y15-64,T,EL,2000,7320980.0
A,NR,Y15-64,T,EL,2001,7345393.0
A,NR,Y15-64,T,EL,2002,7277225.0
A,NR,Y15-64,T,EL,2003,7281903.0
A,NR,Y15-64,T,EL,2004,7294186.0
A,NR,Y15-64,T,EL,2005,7309775.0
A,NR,Y15-64,T,EL,2006,7334214.0
A,NR,Y15-64,T,EL,2007,7357381.0
A,NR,Y15-64,T,EL,2008,7378009.0
A,NR,Y15-64,T,EL,2009,7388356.0
A,NR,Y15-64,T,EL,2010,7381658.0
A,NR,Y15-64,T,EL,2012,7283401.0
A,NR,Y15-64,T,EL,2013,7184139.0
A,NR,Y15-64,T,EL,2014,7091917.0
A,NR,Y15-64,T,EL,2015,7014708.0
A,NR,Y15-64,T,EL,2016,6935296.0
A,NR,Y15-64,T,EL,2017,6889658.0
A,NR,Y15-64,T,EL,2018,6845575.0
A,NR,Y15-64,T,EL,2019,6810779.0
A,NR,Y15-64,T,EL,2020,6786148.0
A,NR,Y15-64,T,EL,2021,6738314.0
A,NR,Y15-64,T,EL,2022,6667362.0
A,NR,Y15-64,T,EL,2023,6618275.0
A,NR,Y15-64,T,EL,2024,6593683.0
A,NR,Y15-64,T,EL,2025,6584396.0
A,NR,Y15-64,T,ES,1995,27017523.0
A,NR,Y15-64,T,ES,1996,27214618.0
A,NR,Y15-64,T,ES,1997,27397060.0
A,NR,Y15-64,T,ES,1998,27545673.0
A,NR,Y15-64,T,ES,1999,27664650.0
A,NR,Y15-64,T,ES,2000,27787317.0
A,NR,Y15-64,T,ES,2001,27894335.0
A,NR,Y15-64,T,ES,2002,28101689.0
A,NR,Y15-64,T,ES,2003,28681781.0
A,NR,Y15-64,T,ES,2004,29237075.0
A,NR,Y15-64,T,ES,2005,29864751.0
A,NR,Y15-64,T,ES,2006,30305552.0
A,NR,Y15-64,T,ES,2007,30851715.0
A,NR,Y15-64,T,ES,2008,31480274.0
A,NR,Y15-64,T,ES,2009,31745983.0
A,NR,Y15-64,T,ES,2010,31742426.0
A,NR,Y15-64,T,ES,2011,31670480.0
A,NR,Y15-64,T,ES,2012,31613238.0
A,NR,Y15-64,T,ES,2013,31379218.0
A,NR,Y15-64,T,ES,2014,31021212.0
A,NR,Y15-64,T,ES,2015,30832907.0
A,NR,Y15-64,T,ES,2016,30757167.0
A,NR,Y15-64,T,ES,2017,30743309.0
A,NR,Y15-64,T,ES,2018,30785600.0
A,NR,Y15-64,T,ES,2019,30975161.0
A,NR,Y15-64,T,ES,2020,31274248.0
