ccaa,anyo,valor,quarter
País Vasco,1987,2136218.0,3
País Vasco,1988,2132852.0,1
País Vasco,1988,2129410.0,3
País Vasco,1989,2125498.0,1
País Vasco,1989,2121363.0,3
País Vasco,1990,2116888.0,1
País Vasco,1990,2111721.0,3
País Vasco,1991,2106405.0,1
País Vasco,1991,2103777.0,3
País Vasco,1992,2103318.0,1
País Vasco,1992,2102523.0,3
País Vasco,1993,2102202.0,1
País Vasco,1993,2101049.0,3
País Vasco,1994,2100382.0,1
País Vasco,1994,2099068.0,3
País Vasco,1995,2097947.0,1
País Vasco,1995,2096352.0,3
País Vasco,1996,2094857.0,1
País Vasco,1996,2093444.0,3
País Vasco,1997,2091894.0,1
País Vasco,1997,2090649.0,3
País Vasco,1998,2089757.0,1
País Vasco,1998,2088022.0,3
País Vasco,1999,2086864.0,1
País Vasco,1999,2085234.0,3
País Vasco,2000,2084535.0,1
País Vasco,2000,2083300.0,3
País Vasco,2001,2082971.0,1
País Vasco,2001,2082549.0,3
País Vasco,2002,2082911.0,1
País Vasco,2002,2087427.0,3
País Vasco,2003,2092640.0,1
País Vasco,2003,2097326.0,3
País Vasco,2004,2103103.0,1
País Vasco,2004,2107811.0,3
País Vasco,2005,2115262.0,1
País Vasco,2005,2121008.0,3
País Vasco,2006,2127670.0,1
País Vasco,2006,2134080.0,3
País Vasco,2007,2142601.0,1
País Vasco,2007,2151135.0,3
País Vasco,2008,2159427.0,1
País Vasco,2008,2166798.0,3
País Vasco,2009,2174080.0,1
País Vasco,2009,2177013.0,3
País Vasco,2010,2179532.0,1
País Vasco,2010,2181087.0,3
País Vasco,2011,2183134.0,1
País Vasco,2011,2184016.0,3
País Vasco,2012,2184696.0,1
País Vasco,2012,2180669.0,3
País Vasco,2013,2179274.0,1
País Vasco,2013,2174780.0,3
País Vasco,2014,2172247.0,1
País Vasco,2014,2171669.0,3
País Vasco,2015,2172707.0,1
País Vasco,2015,2171866.0,3
País Vasco,2016,2174426.0,1
País Vasco,2016,2176750.0,3
País Vasco,2017,2179944.0,1
País Vasco,2017,2181972.0,3
País Vasco,2018,2187254.0,1
País Vasco,2018,2190184.0,3
País Vasco,2019,2197306.0,1
País Vasco,2019,2203005.0,3
País Vasco,2020,2211917.0,1
País Vasco,2020,2213940.0,3
País Vasco,2021,2212628.0,1
País Vasco,2021,2207720.0,2
País Vasco,2021,2204196.0,3
País Vasco,2021,2204350.0,4
País Vasco,2022,2205826.0,1
País Vasco,2022,2207091.0,2
País Vasco,2022,2209725.0,3
País Vasco,2022,2212450.0,4
País Vasco,2023,2216302.0,1
País Vasco,2023,2218011.0,2
País Vasco,2023,2220061.0,3
País Vasco,2023,2223774.0,4
País Vasco,2024,2227684.0,1
País Vasco,2024,2229994.0,2
País Vasco,2024,2234700.0,3
País Vasco,2024,2239155.0,4
País Vasco,2025,2242343.0,1
País Vasco,2025,2244367.0,2
País Vasco,2025,2246615.0,3
País Vasco,2025,2251225.0,4
País Vasco,2026,2252857.0,1
País Vasco,2026,2254920.0,2
"Rioja, La",1971,234620.0,1
"Rioja, La",1971,235555.0,3
"Rioja, La",1972,236342.0,1
"Rioja, La",1972,237291.0,3
"Rioja, La",1973,238226.0,1
"Rioja, La",1973,239033.0,3
"Rioja, La",1974,239905.0,1
"Rioja, La",1974,240821.0,3
"Rioja, La",1975,241862.0,1
"Rioja, La",1975,242811.0,3
"Rioja, La",1976,243810.0,1
"Rioja, La",1976,244851.0,3
"Rioja, La",1977,246214.0,1
"Rioja, La",1977,247177.0,3
"Rioja, La",1978,248142.0,1
"Rioja, La",1978,249299.0,3
"Rioja, La",1979,250223.0,1
"Rioja, La",1979,251260.0,3
"Rioja, La",1980,252222.0,1
"Rioja, La",1980,253246.0,3
"Rioja, La",1981,254110.0,1
"Rioja, La",1981,254915.0,3
"Rioja, La",1982,255661.0,1
"Rioja, La",1982,256390.0,3
"Rioja, La",1983,257157.0,1
"Rioja, La",1983,257797.0,3
"Rioja, La",1984,258460.0,1
"Rioja, La",1984,259096.0,3
"Rioja, La",1985,259632.0,1
"Rioja, La",1985,260117.0,3
"Rioja, La",1986,260488.0,1
"Rioja, La",1986,260790.0,3
"Rioja, La",1987,261183.0,1
"Rioja, La",1987,261610.0,3
"Rioja, La",1988,261825.0,1
"Rioja, La",1988,262154.0,3
"Rioja, La",1989,262429.0,1
"Rioja, La",1989,262664.0,3
"Rioja, La",1990,263021.0,1
"Rioja, La",1990,263233.0,3
"Rioja, La",1991,263376.0,1
"Rioja, La",1991,263861.0,3
"Rioja, La",1992,264477.0,1
"Rioja, La",1992,265075.0,3
"Rioja, La",1993,265665.0,1
"Rioja, La",1993,266217.0,3
"Rioja, La",1994,266807.0,1
"Rioja, La",1994,267480.0,3
"Rioja, La",1995,268055.0,1
"Rioja, La",1995,268518.0,3
"Rioja, La",1996,269078.0,1
"Rioja, La",1996,269629.0,3
"Rioja, La",1997,270184.0,1
"Rioja, La",1997,270841.0,3
"Rioja, La",1998,271423.0,1
"Rioja, La",1998,272050.0,3
"Rioja, La",1999,272665.0,1
"Rioja, La",1999,273166.0,3
"Rioja, La",2000,273828.0,1
"Rioja, La",2000,274506.0,3
"Rioja, La",2001,275313.0,1
"Rioja, La",2001,276170.0,3
"Rioja, La",2002,277993.0,1
"Rioja, La",2002,281292.0,3
"Rioja, La",2003,284609.0,1
"Rioja, La",2003,287655.0,3
"Rioja, La",2004,291082.0,1
"Rioja, La",2004,294336.0,3
"Rioja, La",2005,298050.0,1
"Rioja, La",2005,300594.0,3
"Rioja, La",2006,302697.0,1
"Rioja, La",2006,304870.0,3
"Rioja, La",2007,308118.0,1
"Rioja, La",2007,312369.0,3
"Rioja, La",2008,316192.0,1
"Rioja, La",2008,318448.0,3
"Rioja, La",2009,319786.0,1
"Rioja, La",2009,319786.0,3
"Rioja, La",2010,319939.0,1
"Rioja, La",2010,319888.0,3
"Rioja, La",2011,320850.0,1
"Rioja, La",2011,321050.0,3
"Rioja, La",2012,320951.0,1
"Rioja, La",2012,320062.0,3
"Rioja, La",2013,318819.0,1
"Rioja, La",2013,317224.0,3
"Rioja, La",2014,315736.0,1
"Rioja, La",2014,314747.0,3
"Rioja, La",2015,314457.0,1
"Rioja, La",2015,313863.0,3
"Rioja, La",2016,314025.0,1
"Rioja, La",2016,314010.0,3
"Rioja, La",2017,314136.0,1
"Rioja, La",2017,314155.0,3
"Rioja, La",2018,314890.0,1
"Rioja, La",2018,314882.0,3
"Rioja, La",2019,315967.0,1
"Rioja, La",2019,317044.0,3
"Rioja, La",2020,318703.0,1
"Rioja, La",2020,319123.0,3
"Rioja, La",2021,319444.0,1
"Rioja, La",2021,319457.0,2
"Rioja, La",2021,319231.0,3
"Rioja, La",2021,319621.0,4
"Rioja, La",2022,319617.0,1
"Rioja, La",2022,320156.0,2
"Rioja, La",2022,320985.0,3
"Rioja, La",2022,321679.0,4
"Rioja, La",2023,322282.0,1
"Rioja, La",2023,322837.0,2
"Rioja, La",2023,323393.0,3
"Rioja, La",2023,324408.0,4
"Rioja, La",2024,324184.0,1
"Rioja, La",2024,324609.0,2
"Rioja, La",2024,325215.0,3
"Rioja, La",2024,326139.0,4
"Rioja, La",2025,326803.0,1
"Rioja, La",2025,327663.0,2
"Rioja, La",2025,328285.0,3
"Rioja, La",2025,329420.0,4
"Rioja, La",2026,329499.0,1
"Rioja, La",2026,330457.0,2
