cod,nombre,anyo,periodo,valor
IPV1628,Andalucía. Vivienda nueva. Índice. ,2008,22,55.361
IPV1628,Andalucía. Vivienda nueva. Índice. ,2009,19,55.42
IPV1628,Andalucía. Vivienda nueva. Índice. ,2009,20,55.077
IPV1628,Andalucía. Vivienda nueva. Índice. ,2009,21,54.786
IPV1628,Andalucía. Vivienda nueva. Índice. ,2009,22,54.387
IPV1628,Andalucía. Vivienda nueva. Índice. ,2010,19,53.956
IPV1628,Andalucía. Vivienda nueva. Índice. ,2010,20,55.002
IPV1628,Andalucía. Vivienda nueva. Índice. ,2010,21,53.503
IPV1628,Andalucía. Vivienda nueva. Índice. ,2010,22,53.166
IPV1628,Andalucía. Vivienda nueva. Índice. ,2011,19,52.669
IPV1628,Andalucía. Vivienda nueva. Índice. ,2011,20,52.533
IPV1628,Andalucía. Vivienda nueva. Índice. ,2011,21,51.583
IPV1628,Andalucía. Vivienda nueva. Índice. ,2011,22,50.374
IPV1628,Andalucía. Vivienda nueva. Índice. ,2012,19,48.545
IPV1628,Andalucía. Vivienda nueva. Índice. ,2012,20,46.756
IPV1628,Andalucía. Vivienda nueva. Índice. ,2012,21,46.185
IPV1628,Andalucía. Vivienda nueva. Índice. ,2012,22,45.062
IPV1628,Andalucía. Vivienda nueva. Índice. ,2013,19,42.987
IPV1628,Andalucía. Vivienda nueva. Índice. ,2013,20,42.029
IPV1628,Andalucía. Vivienda nueva. Índice. ,2013,21,42.598
IPV1628,Andalucía. Vivienda nueva. Índice. ,2013,22,42.479
IPV1628,Andalucía. Vivienda nueva. Índice. ,2014,19,42.622
IPV1628,Andalucía. Vivienda nueva. Índice. ,2014,20,43.04
IPV1628,Andalucía. Vivienda nueva. Índice. ,2014,21,43.406
IPV1628,Andalucía. Vivienda nueva. Índice. ,2014,22,43.599
IPV1628,Andalucía. Vivienda nueva. Índice. ,2015,19,44.319
IPV1628,Andalucía. Vivienda nueva. Índice. ,2015,20,45.729
IPV1628,Andalucía. Vivienda nueva. Índice. ,2015,21,45.586
IPV1628,Andalucía. Vivienda nueva. Índice. ,2015,22,46.428
IPV1628,Andalucía. Vivienda nueva. Índice. ,2016,19,47.715
IPV1628,Andalucía. Vivienda nueva. Índice. ,2016,20,49.659
IPV1628,Andalucía. Vivienda nueva. Índice. ,2016,21,48.998
IPV1628,Andalucía. Vivienda nueva. Índice. ,2016,22,48.587
IPV1628,Andalucía. Vivienda nueva. Índice. ,2017,19,49.665
IPV1628,Andalucía. Vivienda nueva. Índice. ,2017,20,50.628
IPV1628,Andalucía. Vivienda nueva. Índice. ,2017,21,51.24
IPV1628,Andalucía. Vivienda nueva. Índice. ,2017,22,51.35
IPV1628,Andalucía. Vivienda nueva. Índice. ,2018,19,51.825
IPV1628,Andalucía. Vivienda nueva. Índice. ,2018,20,52.863
IPV1628,Andalucía. Vivienda nueva. Índice. ,2018,21,54.647
IPV1628,Andalucía. Vivienda nueva. Índice. ,2018,22,54.948
IPV1628,Andalucía. Vivienda nueva. Índice. ,2019,19,55.471
IPV1628,Andalucía. Vivienda nueva. Índice. ,2019,20,56.903
IPV1628,Andalucía. Vivienda nueva. Índice. ,2019,21,59.77
IPV1628,Andalucía. Vivienda nueva. Índice. ,2019,22,58.53
IPV1628,Andalucía. Vivienda nueva. Índice. ,2020,19,59.57
IPV1628,Andalucía. Vivienda nueva. Índice. ,2020,20,60.812
IPV1628,Andalucía. Vivienda nueva. Índice. ,2020,21,63.24
IPV1628,Andalucía. Vivienda nueva. Índice. ,2020,22,64.027
IPV1628,Andalucía. Vivienda nueva. Índice. ,2021,19,63.258
IPV1628,Andalucía. Vivienda nueva. Índice. ,2021,20,64.235
IPV1628,Andalucía. Vivienda nueva. Índice. ,2021,21,67.68
IPV1628,Andalucía. Vivienda nueva. Índice. ,2021,22,68.872
IPV1628,Andalucía. Vivienda nueva. Índice. ,2022,19,71.169
IPV1628,Andalucía. Vivienda nueva. Índice. ,2022,20,71.454
IPV1628,Andalucía. Vivienda nueva. Índice. ,2022,21,72.089
IPV1628,Andalucía. Vivienda nueva. Índice. ,2022,22,74.862
IPV1628,Andalucía. Vivienda nueva. Índice. ,2023,19,75.35
IPV1628,Andalucía. Vivienda nueva. Índice. ,2023,20,75.647
IPV1628,Andalucía. Vivienda nueva. Índice. ,2023,21,80.683
IPV1628,Andalucía. Vivienda nueva. Índice. ,2023,22,78.857
IPV1628,Andalucía. Vivienda nueva. Índice. ,2024,19,83.992
IPV1628,Andalucía. Vivienda nueva. Índice. ,2024,20,85.747
IPV1628,Andalucía. Vivienda nueva. Índice. ,2024,21,91.782
IPV1628,Andalucía. Vivienda nueva. Índice. ,2024,22,92.633
IPV1628,Andalucía. Vivienda nueva. Índice. ,2025,19,96.855
IPV1628,Andalucía. Vivienda nueva. Índice. ,2025,20,99.336
IPV1628,Andalucía. Vivienda nueva. Índice. ,2025,21,100.656
IPV1628,Andalucía. Vivienda nueva. Índice. ,2025,22,103.153
IPV1628,Andalucía. Vivienda nueva. Índice. ,2026,19,107.827
IPV1633,Andalucía. Vivienda segunda mano. Índice. ,2007,19,83.012
IPV1633,Andalucía. Vivienda segunda mano. Índice. ,2007,20,85.626
IPV1633,Andalucía. Vivienda segunda mano. Índice. ,2007,21,86.872
IPV1633,Andalucía. Vivienda segunda mano. Índice. ,2007,22,86.377
IPV1633,Andalucía. Vivienda segunda mano. Índice. ,2008,19,86.152
IPV1633,Andalucía. Vivienda segunda mano. Índice. ,2008,20,84.779
IPV1633,Andalucía. Vivienda segunda mano. Índice. ,2008,21,83.049
IPV1633,Andalucía. Vivienda segunda mano. Índice. ,2008,22,79.714
IPV1633,Andalucía. Vivienda segunda mano. Índice. ,2009,19,77.69
IPV1633,Andalucía. Vivienda segunda mano. Índice. ,2009,20,78.609
IPV1633,Andalucía. Vivienda segunda mano. Índice. ,2009,21,78.109
IPV1633,Andalucía. Vivienda segunda mano. Índice. ,2009,22,78.332
IPV1633,Andalucía. Vivienda segunda mano. Índice. ,2010,19,77.488
IPV1633,Andalucía. Vivienda segunda mano. Índice. ,2010,20,77.898
IPV1633,Andalucía. Vivienda segunda mano. Índice. ,2010,21,76.6
IPV1633,Andalucía. Vivienda segunda mano. Índice. ,2010,22,76.904
IPV1633,Andalucía. Vivienda segunda mano. Índice. ,2011,19,72.617
IPV1633,Andalucía. Vivienda segunda mano. Índice. ,2011,20,72.78
IPV1633,Andalucía. Vivienda segunda mano. Índice. ,2011,21,70.593
IPV1633,Andalucía. Vivienda segunda mano. Índice. ,2011,22,67.837
IPV1633,Andalucía. Vivienda segunda mano. Índice. ,2012,19,64.225
IPV1633,Andalucía. Vivienda segunda mano. Índice. ,2012,20,61.798
IPV1633,Andalucía. Vivienda segunda mano. Índice. ,2012,21,60.267
IPV1633,Andalucía. Vivienda segunda mano. Índice. ,2012,22,59.568
IPV1633,Andalucía. Vivienda segunda mano. Índice. ,2013,19,56.184
IPV1633,Andalucía. Vivienda segunda mano. Índice. ,2013,20,56.05
IPV1633,Andalucía. Vivienda segunda mano. Índice. ,2013,21,56.465
IPV1633,Andalucía. Vivienda segunda mano. Índice. ,2013,22,55.702
IPV1633,Andalucía. Vivienda segunda mano. Índice. ,2014,19,55.088
IPV1633,Andalucía. Vivienda segunda mano. Índice. ,2014,20,56.136
