freq,unit,sex,age,geo,time,value
A,YR,T,Y_LT1,RS,2002,72.3
A,YR,T,Y_LT1,RS,2003,72.5
A,YR,T,Y_LT1,RS,2004,72.7
A,YR,T,Y_LT1,RS,2005,72.8
A,YR,T,Y_LT1,RS,2006,73.4
A,YR,T,Y_LT1,RS,2007,73.7
A,YR,T,Y_LT1,RS,2008,73.9
A,YR,T,Y_LT1,RS,2009,74.0
A,YR,T,Y_LT1,RS,2010,74.4
A,YR,T,Y_LT1,RS,2011,74.6
A,YR,T,Y_LT1,RS,2012,74.9
A,YR,T,Y_LT1,RS,2013,75.3
A,YR,T,Y_LT1,RS,2014,75.4
A,YR,T,Y_LT1,RS,2015,75.3
A,YR,T,Y_LT1,RS,2016,75.7
A,YR,T,Y_LT1,RS,2017,75.6
A,YR,T,Y_LT1,RS,2018,75.9
A,YR,T,Y_LT1,RS,2019,76.0
A,YR,T,Y_LT1,RS,2020,74.5
A,YR,T,Y_LT1,RS,2021,72.8
A,YR,T,Y_LT1,RS,2022,75.2
A,YR,T,Y_LT1,RS,2023,76.2
A,YR,T,Y_LT1,RS,2024,76.2
A,YR,T,Y_LT1,RU,2006,66.6
A,YR,T,Y_LT1,RU,2007,67.5
A,YR,T,Y_LT1,RU,2008,67.9
A,YR,T,Y_LT1,RU,2009,68.7
A,YR,T,Y_LT1,RU,2010,68.9
A,YR,T,Y_LT1,SE,1995,79.0
A,YR,T,Y_LT1,SE,1996,79.2
A,YR,T,Y_LT1,SE,1997,79.4
A,YR,T,Y_LT1,SE,1998,79.5
A,YR,T,Y_LT1,SE,1999,79.6
A,YR,T,Y_LT1,SE,2000,79.8
A,YR,T,Y_LT1,SE,2001,79.9
A,YR,T,Y_LT1,SE,2002,80.0
A,YR,T,Y_LT1,SE,2003,80.3
A,YR,T,Y_LT1,SE,2004,80.7
A,YR,T,Y_LT1,SE,2005,80.7
A,YR,T,Y_LT1,SE,2006,81.0
A,YR,T,Y_LT1,SE,2007,81.1
A,YR,T,Y_LT1,SE,2008,81.3
A,YR,T,Y_LT1,SE,2009,81.5
A,YR,T,Y_LT1,SE,2010,81.6
A,YR,T,Y_LT1,SE,2011,81.9
A,YR,T,Y_LT1,SE,2012,81.8
A,YR,T,Y_LT1,SE,2013,82.0
A,YR,T,Y_LT1,SE,2014,82.2
A,YR,T,Y_LT1,SE,2015,82.2
A,YR,T,Y_LT1,SE,2016,82.3
A,YR,T,Y_LT1,SE,2017,82.4
A,YR,T,Y_LT1,SE,2018,82.5
A,YR,T,Y_LT1,SE,2019,83.1
A,YR,T,Y_LT1,SE,2020,82.4
A,YR,T,Y_LT1,SE,2021,83.0
A,YR,T,Y_LT1,SE,2022,83.0
A,YR,T,Y_LT1,SE,2023,83.2
A,YR,T,Y_LT1,SE,2024,83.8
A,YR,T,Y_LT1,SI,1995,74.7
A,YR,T,Y_LT1,SI,1996,75.2
A,YR,T,Y_LT1,SI,1997,75.2
A,YR,T,Y_LT1,SI,1998,75.3
A,YR,T,Y_LT1,SI,1999,75.7
A,YR,T,Y_LT1,SI,2000,76.2
A,YR,T,Y_LT1,SI,2001,76.4
A,YR,T,Y_LT1,SI,2002,76.6
A,YR,T,Y_LT1,SI,2003,76.4
A,YR,T,Y_LT1,SI,2004,77.2
A,YR,T,Y_LT1,SI,2005,77.5
A,YR,T,Y_LT1,SI,2006,78.3
A,YR,T,Y_LT1,SI,2007,78.4
A,YR,T,Y_LT1,SI,2008,79.1
A,YR,T,Y_LT1,SI,2009,79.4
A,YR,T,Y_LT1,SI,2010,79.8
A,YR,T,Y_LT1,SI,2011,80.1
A,YR,T,Y_LT1,SI,2012,80.3
A,YR,T,Y_LT1,SI,2013,80.5
A,YR,T,Y_LT1,SI,2014,80.9
A,YR,T,Y_LT1,SI,2015,80.6
A,YR,T,Y_LT1,SI,2016,81.0
A,YR,T,Y_LT1,SI,2017,80.9
A,YR,T,Y_LT1,SI,2018,81.2
A,YR,T,Y_LT1,SI,2019,81.4
A,YR,T,Y_LT1,SI,2020,80.5
A,YR,T,Y_LT1,SI,2021,80.6
A,YR,T,Y_LT1,SI,2022,81.2
A,YR,T,Y_LT1,SI,2023,81.8
A,YR,T,Y_LT1,SI,2024,82.1
A,YR,T,Y_LT1,SK,1995,72.4
A,YR,T,Y_LT1,SK,1996,72.9
A,YR,T,Y_LT1,SK,1997,72.9
A,YR,T,Y_LT1,SK,1998,72.8
A,YR,T,Y_LT1,SK,1999,73.2
A,YR,T,Y_LT1,SK,2000,73.3
A,YR,T,Y_LT1,SK,2001,73.6
A,YR,T,Y_LT1,SK,2002,73.8
A,YR,T,Y_LT1,SK,2003,73.8
A,YR,T,Y_LT1,SK,2004,74.2
A,YR,T,Y_LT1,SK,2005,74.1
A,YR,T,Y_LT1,SK,2006,74.5
A,YR,T,Y_LT1,SK,2007,74.6
A,YR,T,Y_LT1,SK,2008,74.9
A,YR,T,Y_LT1,SK,2009,75.3
A,YR,T,Y_LT1,SK,2010,75.6
A,YR,T,Y_LT1,SK,2011,76.1
A,YR,T,Y_LT1,SK,2012,76.3
A,YR,T,Y_LT1,SK,2013,76.6
A,YR,T,Y_LT1,SK,2014,76.9
A,YR,T,Y_LT1,SK,2015,76.7
A,YR,T,Y_LT1,SK,2016,77.3
A,YR,T,Y_LT1,SK,2017,77.3
A,YR,T,Y_LT1,SK,2018,77.3
A,YR,T,Y_LT1,SK,2019,77.7
A,YR,T,Y_LT1,SK,2020,77.0
A,YR,T,Y_LT1,SK,2021,74.6
A,YR,T,Y_LT1,SK,2022,77.0
A,YR,T,Y_LT1,SK,2023,78.1
A,YR,T,Y_LT1,SK,2024,78.4
A,YR,T,Y_LT1,SM,2012,85.6
A,YR,T,Y_LT1,TR,2009,76.0
A,YR,T,Y_LT1,TR,2010,76.8
A,YR,T,Y_LT1,TR,2011,77.1
A,YR,T,Y_LT1,TR,2012,77.6
A,YR,T,Y_LT1,TR,2013,78.2
A,YR,T,Y_LT1,TR,2014,78.1
A,YR,T,Y_LT1,TR,2015,78.2
A,YR,T,Y_LT1,TR,2016,78.1
A,YR,T,Y_LT1,TR,2017,78.5
A,YR,T,Y_LT1,TR,2018,78.9
A,YR,T,Y_LT1,TR,2019,79.1
A,YR,T,Y_LT1,TR,2022,76.3
A,YR,T,Y_LT1,TR,2023,77.3
A,YR,T,Y_LT1,TR,2024,79.0
A,YR,T,Y_LT1,UA,2006,67.9
A,YR,T,Y_LT1,UA,2007,67.6
A,YR,T,Y_LT1,UA,2008,68.0
A,YR,T,Y_LT1,UA,2010,70.3
A,YR,T,Y_LT1,UA,2011,71.1
A,YR,T,Y_LT1,UA,2012,71.2
A,YR,T,Y_LT1,UA,2014,71.8
A,YR,T,Y_LT1,UA,2015,72.5
A,YR,T,Y_LT1,UA,2016,72.9
A,YR,T,Y_LT1,UA,2017,73.3
A,YR,T,Y_LT1,UA,2018,73.2
A,YR,T,Y_LT1,UA,2019,73.4
A,YR,T,Y_LT1,UK,1995,76.7
A,YR,T,Y_LT1,UK,1996,77.0
A,YR,T,Y_LT1,UK,1997,77.2
A,YR,T,Y_LT1,UK,1998,77.4
A,YR,T,Y_LT1,UK,1999,77.5
A,YR,T,Y_LT1,UK,2000,78.0
A,YR,T,Y_LT1,UK,2001,78.2
A,YR,T,Y_LT1,UK,2002,78.3
A,YR,T,Y_LT1,UK,2003,78.4
A,YR,T,Y_LT1,UK,2004,79.0
A,YR,T,Y_LT1,UK,2005,79.2
A,YR,T,Y_LT1,UK,2006,79.5
A,YR,T,Y_LT1,UK,2007,79.7
A,YR,T,Y_LT1,UK,2008,79.8
A,YR,T,Y_LT1,UK,2009,80.4
A,YR,T,Y_LT1,UK,2010,80.6
A,YR,T,Y_LT1,UK,2011,81.0
A,YR,T,Y_LT1,UK,2012,81.0
A,YR,T,Y_LT1,UK,2013,81.1
A,YR,T,Y_LT1,UK,2014,81.4
A,YR,T,Y_LT1,UK,2015,81.0
A,YR,T,Y_LT1,UK,2016,81.2
A,YR,T,Y_LT1,UK,2017,81.3
A,YR,T,Y_LT1,UK,2018,81.3
A,YR,T,Y_LT1,XK,2016,78.6
