area,serie,indice,anyo,quarter
IT,real,38.9297,1968,4
IT,real,38.9521,1969,1
IT,real,39.1066,1969,2
IT,real,39.2906,1969,3
IT,real,39.3753,1969,4
IT,real,39.7124,1970,1
IT,real,39.9614,1970,2
IT,real,39.6384,1970,3
IT,real,39.4643,1970,4
IT,real,38.4544,1971,1
IT,real,38.8935,1971,2
IT,real,39.4894,1971,3
IT,real,39.4362,1971,4
IT,real,39.5466,1972,1
IT,real,40.2345,1972,2
IT,real,40.5024,1972,3
IT,real,39.6929,1972,4
IT,real,39.3891,1973,1
IT,real,40.8237,1973,2
IT,real,44.3916,1973,3
IT,real,48.5734,1973,4
IT,real,51.7922,1974,1
IT,real,54.99,1974,2
IT,real,56.7654,1974,3
IT,real,56.4259,1974,4
IT,real,56.1914,1975,1
IT,real,55.59,1975,2
IT,real,56.164,1975,3
IT,real,56.5984,1975,4
IT,real,56.4225,1976,1
IT,real,55.3195,1976,2
IT,real,56.2967,1976,3
IT,real,54.9746,1976,4
IT,real,54.293,1977,1
IT,real,53.1922,1977,2
IT,real,52.7026,1977,3
IT,real,51.8586,1977,4
IT,real,51.9486,1978,1
IT,real,53.2558,1978,2
IT,real,55.2933,1978,3
IT,real,56.4125,1978,4
IT,real,56.5933,1979,1
IT,real,56.4964,1979,2
IT,real,56.5971,1979,3
IT,real,56.0014,1979,4
IT,real,56.3447,1980,1
IT,real,60.1251,1980,2
IT,real,64.2576,1980,3
IT,real,66.8132,1980,4
IT,real,69.5419,1981,1
IT,real,70.8534,1981,2
IT,real,71.8022,1981,3
IT,real,70.0668,1981,4
IT,real,68.502,1982,1
IT,real,68.4836,1982,2
IT,real,67.6286,1982,3
IT,real,66.1875,1982,4
IT,real,65.0452,1983,1
IT,real,64.2187,1983,2
IT,real,63.5587,1983,3
IT,real,61.9232,1983,4
IT,real,60.4947,1984,1
IT,real,59.3612,1984,2
IT,real,58.7096,1984,3
IT,real,57.5347,1984,4
IT,real,56.2374,1985,1
IT,real,55.2026,1985,2
IT,real,54.939,1985,3
IT,real,53.9975,1985,4
IT,real,53.5581,1986,1
IT,real,53.5304,1986,2
IT,real,53.6549,1986,3
IT,real,53.3191,1986,4
IT,real,53.2992,1987,1
IT,real,53.7774,1987,2
IT,real,54.4138,1987,3
IT,real,54.6317,1987,4
IT,real,55.5198,1988,1
IT,real,57.337,1988,2
IT,real,59.1099,1988,3
IT,real,60.1845,1988,4
IT,real,61.2896,1989,1
IT,real,63.3174,1989,2
IT,real,65.7122,1989,3
IT,real,67.1938,1989,4
IT,real,68.5049,1990,1
IT,real,70.4065,1990,2
IT,real,71.555,1990,3
IT,real,73.2144,1990,4
IT,real,75.7529,1991,1
IT,real,77.4345,1991,2
IT,real,77.6771,1991,3
IT,real,78.4468,1991,4
IT,real,82.2036,1992,1
IT,real,84.5173,1992,2
IT,real,85.5299,1992,3
IT,real,85.4237,1992,4
IT,real,85.2639,1993,1
IT,real,84.9294,1993,2
IT,real,84.906,1993,3
IT,real,83.1667,1993,4
IT,real,81.6735,1994,1
IT,real,80.2246,1994,2
IT,real,80.2924,1994,3
IT,real,78.8922,1994,4
IT,real,77.2666,1995,1
IT,real,76.6842,1995,2
IT,real,76.8021,1995,3
IT,real,76.6989,1995,4
IT,real,76.5994,1996,1
IT,real,76.1265,1996,2
IT,real,76.8415,1996,3
IT,real,77.2558,1996,4
IT,real,77.9973,1997,1
IT,real,77.7547,1997,2
IT,real,77.6487,1997,3
IT,real,77.5165,1997,4
IT,real,75.9406,1998,1
IT,real,76.3611,1998,2
IT,real,76.3722,1998,3
IT,real,76.1598,1998,4
IT,real,75.7162,1999,1
IT,real,75.7628,1999,2
IT,real,75.7953,1999,3
IT,real,75.7141,1999,4
IT,real,76.3086,2000,1
IT,real,76.4138,2000,2
IT,real,76.996,2000,3
IT,real,77.3361,2000,4
IT,real,77.5747,2001,1
IT,real,77.8795,2001,2
IT,real,79.281,2001,3
IT,real,81.1372,2001,4
IT,real,85.0619,2002,1
IT,real,86.2203,2002,2
IT,real,86.847,2002,3
IT,real,86.9047,2002,4
IT,real,88.159,2003,1
IT,real,88.7031,2003,2
IT,real,89.8852,2003,3
IT,real,90.0229,2003,4
IT,real,90.444,2004,1
IT,real,91.5761,2004,2
IT,real,93.5779,2004,3
IT,real,94.8063,2004,4
IT,real,96.1278,2005,1
IT,real,97.2363,2005,2
IT,real,98.5362,2005,3
IT,real,99.084,2005,4
IT,real,99.6645,2006,1
IT,real,100.8111,2006,2
IT,real,102.0911,2006,3
IT,real,102.7772,2006,4
IT,real,103.7053,2007,1
IT,real,104.2269,2007,2
IT,real,105.0489,2007,3
IT,real,104.8637,2007,4
IT,real,104.3905,2008,1
IT,real,104.2496,2008,2
IT,real,103.6779,2008,3
IT,real,102.5475,2008,4
IT,real,103.1083,2009,1
IT,real,102.4753,2009,2
IT,real,102.3824,2009,3
IT,real,101.6164,2009,4
IT,real,99.656,2010,1
IT,real,99.9658,2010,2
IT,real,100.2743,2010,3
IT,real,100.0999,2010,4
IT,real,98.6249,2011,1
IT,real,99.6767,2011,2
IT,real,98.7747,2011,3
IT,real,97.3914,2011,4
IT,real,96.0855,2012,1
IT,real,94.4326,2012,2
IT,real,92.2332,2012,3
IT,real,90.3468,2012,4
IT,real,87.5561,2013,1
IT,real,87.1034,2013,2
IT,real,85.4635,2013,3
IT,real,84.5976,2013,4
IT,real,83.3345,2014,1
IT,real,82.3944,2014,2
IT,real,81.5,2014,3
IT,real,80.411,2014,4
IT,real,78.8008,2015,1
IT,real,78.4902,2015,2
IT,real,79.1463,2015,3
IT,real,78.6346,2015,4
IT,real,78.9544,2016,1
IT,real,79.3485,2016,2
IT,real,79.1592,2016,3
IT,real,78.6924,2016,4
IT,real,77.3648,2017,1
IT,real,77.4725,2017,2
IT,real,77.1116,2017,3
IT,real,77.0275,2017,4
IT,real,76.417,2018,1
IT,real,76.4575,2018,2
IT,real,75.3734,2018,3
IT,real,75.5673,2018,4
IT,real,75.0073,2019,1
IT,real,75.738,2019,2
IT,real,75.41,2019,3
IT,real,75.4981,2019,4
IT,real,76.088,2020,1
IT,real,78.3595,2020,2
IT,real,76.5432,2020,3
IT,real,76.8251,2020,4
IT,real,76.9429,2021,1
IT,real,77.733,2021,2
IT,real,77.9923,2021,3
IT,real,77.1593,2021,4
IT,real,76.1277,2022,1
IT,real,76.4556,2022,2
IT,real,74.0357,2022,3
IT,real,70.9097,2022,4
IT,real,70.6321,2023,1
IT,real,71.6522,2023,2
IT,real,71.3085,2023,3
IT,real,71.4691,2023,4
IT,real,71.0974,2024,1
IT,real,73.1693,2024,2
IT,real,73.2473,2024,3
IT,real,73.7615,2024,4
IT,real,73.0279,2025,1
IT,real,74.7634,2025,2
IT,real,74.7822,2025,3
IT,real,75.8755,2025,4
GB,real,22.4852,1968,2
GB,real,23.0404,1968,3
GB,real,22.7669,1968,4
GB,real,22.3686,1969,1
GB,real,22.5782,1969,2
GB,real,22.5782,1969,3
GB,real,22.7808,1969,4
GB,real,22.4021,1970,1
GB,real,21.8572,1970,2
GB,real,22.7323,1970,3
GB,real,22.2563,1970,4
GB,real,22.2175,1971,1
GB,real,22.0164,1971,2
GB,real,23.0962,1971,3
GB,real,23.8692,1971,4
GB,real,25.0013,1972,1
GB,real,26.8804,1972,2
GB,real,30.2307,1972,3
GB,real,31.7957,1972,4
GB,real,35.0153,1973,1
GB,real,35.5857,1973,2
GB,real,37.1526,1973,3
GB,real,36.1535,1973,4
GB,real,35.2959,1974,1
GB,real,33.4212,1974,2
GB,real,33.0149,1974,3
GB,real,31.9021,1974,4
GB,real,30.6332,1975,1
GB,real,28.7833,1975,2
GB,real,28.4791,1975,3
GB,real,27.8205,1975,4
GB,real,27.5557,1976,1
GB,real,27.3978,1976,2
GB,real,27.2985,1976,3
GB,real,26.6431,1976,4
GB,real,25.4994,1977,1
GB,real,24.939,1977,2
GB,real,25.1831,1977,3
GB,real,25.7525,1977,4
GB,real,25.8652,1978,1
GB,real,26.5132,1978,2
GB,real,27.8041,1978,3
GB,real,29.474,1978,4
GB,real,30.2661,1979,1
GB,real,31.7191,1979,2
GB,real,32.161,1979,3
GB,real,33.2873,1979,4
GB,real,33.7363,1980,1
GB,real,33.1916,1980,2
GB,real,33.795,1980,3
GB,real,33.3522,1980,4
GB,real,32.543,1981,1
GB,real,31.9136,1981,2
GB,real,31.7888,1981,3
GB,real,30.6135,1981,4
GB,real,29.5418,1982,1
GB,real,29.8007,1982,2
GB,real,30.3091,1982,3
GB,real,30.3591,1982,4
GB,real,31.0843,1983,1
GB,real,31.6272,1983,2
GB,real,32.5969,1983,3
GB,real,32.4895,1983,4
GB,real,32.6668,1984,1
GB,real,32.981,1984,2
GB,real,34.0785,1984,3
GB,real,34.2286,1984,4
GB,real,33.8829,1985,1
GB,real,34.2402,1985,2
GB,real,34.86,1985,3
GB,real,35.7687,1985,4
GB,real,36.3567,1986,1
GB,real,37.4374,1986,2
GB,real,38.9169,1986,3
GB,real,39.7446,1986,4
GB,real,40.6258,1987,1
GB,real,41.9247,1987,2
GB,real,43.9109,1987,3
GB,real,46.0931,1987,4
GB,real,47.8229,1988,1
GB,real,49.7582,1988,2
GB,real,55.854,1988,3
GB,real,58.6518,1988,4
GB,real,59.3094,1989,1
GB,real,60.0922,1989,2
GB,real,61.7694,1989,3
GB,real,59.6248,1989,4
GB,real,57.686,1990,1
GB,real,55.4711,1990,2
GB,real,55.642,1990,3
GB,real,53.7632,1990,4
GB,real,52.8275,1991,1
GB,real,50.3691,1991,2
GB,real,50.8766,1991,3
GB,real,49.913,1991,4
GB,real,48.9364,1992,1
GB,real,46.8502,1992,2
GB,real,47.0971,1992,3
GB,real,45.0021,1992,4
GB,real,45.211,1993,1
GB,real,44.6809,1993,2
GB,real,45.5559,1993,3
GB,real,44.6032,1993,4
GB,real,45.0347,1994,1
GB,real,44.9705,1994,2
GB,real,45.8391,1994,3
GB,real,45.3946,1994,4
GB,real,44.6225,1995,1
GB,real,44.4852,1995,2
GB,real,44.7979,1995,3
GB,real,43.9394,1995,4
GB,real,44.3374,1996,1
GB,real,43.9222,1996,2
GB,real,45.6036,1996,3
GB,real,46.0974,1996,4
GB,real,46.7203,1997,1
GB,real,47.2236,1997,2
GB,real,49.4273,1997,3
GB,real,48.8649,1997,4
GB,real,50.1831,1998,1
GB,real,52.296,1998,2
GB,real,54.5952,1998,3
GB,real,53.9888,1998,4
GB,real,54.3911,1999,1
GB,real,56.1057,1999,2
GB,real,59.5301,1999,3
GB,real,60.8495,1999,4
GB,real,62.6002,2000,1
GB,real,65.4699,2000,2
GB,real,66.793,2000,3
GB,real,68.2863,2000,4
GB,real,68.3648,2001,1
GB,real,69.7913,2001,2
GB,real,72.246,2001,3
GB,real,70.7516,2001,4
GB,real,73.1235,2002,1
GB,real,78.4119,2002,2
GB,real,83.6274,2002,3
GB,real,87.2864,2002,4
GB,real,88.8708,2003,1
GB,real,91.0411,2003,2
GB,real,93.3812,2003,3
GB,real,94.767,2003,4
GB,real,95.7034,2004,1
GB,real,100.5703,2004,2
GB,real,104.9708,2004,3
GB,real,104.9453,2004,4
GB,real,102.6092,2005,1
GB,real,104.4599,2005,2
GB,real,106.582,2005,3
GB,real,106.2747,2005,4
GB,real,107.075,2006,1
GB,real,109.5565,2006,2
GB,real,112.2072,2006,3
GB,real,113.5805,2006,4
GB,real,115.0923,2007,1
GB,real,118.3291,2007,2
GB,real,121.7,2007,3
GB,real,120.4231,2007,4
GB,real,116.5328,2008,1
GB,real,113.534,2008,2
GB,real,107.8233,2008,3
GB,real,100.587,2008,4
GB,real,95.7192,2009,1
GB,real,95.8899,2009,2
GB,real,99.0275,2009,3
GB,real,100.1791,2009,4
GB,real,99.7592,2010,1
GB,real,100.3242,2010,2
GB,real,101.5186,2010,3
GB,real,98.4106,2010,4
GB,real,95.2008,2011,1
GB,real,94.3417,2011,2
GB,real,95.0732,2011,3
GB,real,92.7574,2011,4
GB,real,91.5258,2012,1
GB,real,92.5006,2012,2
GB,real,93.1725,2012,3
GB,real,91.2587,2012,4
GB,real,90.276,2013,1
GB,real,91.4474,2013,2
GB,real,93.3982,2013,3
GB,real,93.283,2013,4
GB,real,94.5354,2014,1
GB,real,97.1421,2014,2
GB,real,100.228,2014,3
GB,real,100.3097,2014,4
GB,real,100.7165,2015,1
GB,real,102.3749,2015,2
GB,real,105.5383,2015,3
GB,real,106.7322,2015,4
GB,real,108.4225,2016,1
GB,real,110.1801,2016,2
GB,real,111.8814,2016,3
GB,real,111.1833,2016,4
GB,real,110.784,2017,1
GB,real,111.9813,2017,2
GB,real,113.9862,2017,3
GB,real,112.8992,2017,4
GB,real,112.5418,2018,1
GB,real,112.8496,2018,2
GB,real,114.2754,2018,3
GB,real,113.0424,2018,4
GB,real,112.0354,2019,1
GB,real,111.7198,2019,2
GB,real,113.0235,2019,3
GB,real,112.4384,2019,4
GB,real,112.1297,2020,1
GB,real,112.3348,2020,2
GB,real,115.1981,2020,3
GB,real,118.3291,2020,4
GB,real,119.9913,2021,1
GB,real,120.442,2021,2
GB,real,121.4089,2021,3
GB,real,121.0006,2021,4
GB,real,122.2217,2022,1
GB,real,120.1854,2022,2
GB,real,122.4408,2022,3
GB,real,119.1114,2022,4
GB,real,115.3541,2023,1
GB,real,111.8532,2023,2
GB,real,113.4931,2023,3
GB,real,111.5411,2023,4
GB,real,109.9391,2024,1
GB,real,109.9853,2024,2
GB,real,112.2059,2024,3
GB,real,111.4854,2024,4
GB,real,111.4309,2025,1
GB,real,108.3191,2025,2
GB,real,110.5516,2025,3
GB,real,110.2898,2025,4
GB,real,109.0207,2026,1
NZ,real,34.7416,1962,2
NZ,real,34.755,1962,3
NZ,real,34.796,1962,4
NZ,real,34.7676,1963,1
NZ,real,34.8938,1963,2
NZ,real,35.1728,1963,3
NZ,real,35.3608,1963,4
NZ,real,35.4826,1964,1
NZ,real,35.4335,1964,2
NZ,real,35.4204,1964,3
NZ,real,35.6064,1964,4
NZ,real,36.2809,1965,1
NZ,real,36.9797,1965,2
NZ,real,36.7529,1965,3
NZ,real,36.9974,1965,4
NZ,real,36.995,1966,1
NZ,real,37.2649,1966,2
NZ,real,37.7749,1966,3
NZ,real,38.3156,1966,4
NZ,real,37.6125,1967,1
NZ,real,36.8413,1967,2
NZ,real,36.4404,1967,3
NZ,real,36.4071,1967,4
NZ,real,36.2725,1968,1
NZ,real,36.0116,1968,2
NZ,real,35.8206,1968,3
NZ,real,35.5106,1968,4
NZ,real,35.6646,1969,1
NZ,real,35.6945,1969,2
NZ,real,35.7534,1969,3
NZ,real,36.0193,1969,4
NZ,real,35.8672,1970,1
NZ,real,36.1207,1970,2
NZ,real,36.2525,1970,3
NZ,real,35.7722,1970,4
NZ,real,36.006,1971,1
NZ,real,36.3061,1971,2
NZ,real,36.3194,1971,3
NZ,real,36.4042,1971,4
NZ,real,37.0921,1972,1
NZ,real,38.1506,1972,2
NZ,real,38.9049,1972,3
NZ,real,40.0818,1972,4
NZ,real,41.555,1973,1
NZ,real,43.3975,1973,2
NZ,real,45.6123,1973,3
NZ,real,48.7127,1973,4
NZ,real,52.886,1974,1
NZ,real,56.7199,1974,2
NZ,real,58.084,1974,3
NZ,real,57.7949,1974,4
NZ,real,56.3127,1975,1
NZ,real,54.159,1975,2
NZ,real,52.9702,1975,3
NZ,real,52.0048,1975,4
NZ,real,50.902,1976,1
NZ,real,49.6648,1976,2
NZ,real,48.6454,1976,3
NZ,real,48.1255,1976,4
NZ,real,47.9561,1977,1
NZ,real,46.7652,1977,2
NZ,real,45.4302,1977,3
NZ,real,43.7843,1977,4
NZ,real,43.0097,1978,1
NZ,real,42.1455,1978,2
NZ,real,41.5227,1978,3
NZ,real,40.9328,1978,4
NZ,real,40.7832,1979,1
NZ,real,39.5248,1979,2
NZ,real,38.0533,1979,3
NZ,real,37.1259,1979,4
NZ,real,36.5163,1980,1
NZ,real,36.1813,1980,2
NZ,real,36.0835,1980,3
NZ,real,35.916,1980,4
NZ,real,36.2751,1981,1
NZ,real,37.8907,1981,2
NZ,real,39.2264,1981,3
NZ,real,40.8414,1981,4
NZ,real,42.9518,1982,1
NZ,real,44.3346,1982,2
NZ,real,43.7685,1982,3
NZ,real,43.5644,1982,4
NZ,real,43.8117,1983,1
NZ,real,44.1963,1983,2
NZ,real,44.9249,1983,3
NZ,real,45.9607,1983,4
NZ,real,47.2505,1984,1
NZ,real,47.7757,1984,2
NZ,real,47.6779,1984,3
NZ,real,47.4922,1984,4
NZ,real,47.0924,1985,1
NZ,real,46.538,1985,2
NZ,real,47.0503,1985,3
NZ,real,47.4513,1985,4
NZ,real,47.3267,1986,1
NZ,real,46.7187,1986,2
NZ,real,46.2232,1986,3
NZ,real,43.3105,1986,4
NZ,real,44.733,1987,1
NZ,real,45.4731,1987,2
NZ,real,46.9391,1987,3
NZ,real,48.0986,1987,4
NZ,real,48.624,1988,1
NZ,real,49.6367,1988,2
NZ,real,49.5199,1988,3
NZ,real,49.237,1988,4
NZ,real,49.9426,1989,1
NZ,real,49.808,1989,2
NZ,real,49.0315,1989,3
NZ,real,49.2873,1989,4
NZ,real,49.8821,1990,1
NZ,real,49.5267,1990,2
NZ,real,49.1325,1990,3
NZ,real,48.3236,1990,4
NZ,real,47.1767,1991,1
NZ,real,46.6435,1991,2
NZ,real,46.8753,1991,3
NZ,real,46.6662,1991,4
NZ,real,46.2331,1992,1
NZ,real,46.785,1992,2
NZ,real,46.9211,1992,3
NZ,real,46.8502,1992,4
NZ,real,47.3032,1993,1
NZ,real,47.4568,1993,2
NZ,real,48.1174,1993,3
NZ,real,49.1213,1993,4
NZ,real,51.8931,1994,1
NZ,real,53.4157,1994,2
NZ,real,54.3737,1994,3
NZ,real,54.7464,1994,4
NZ,real,55.1691,1995,1
NZ,real,55.601,1995,2
NZ,real,57.0492,1995,3
NZ,real,57.9252,1995,4
NZ,real,60.3463,1996,1
NZ,real,60.8245,1996,2
NZ,real,60.5611,1996,3
NZ,real,61.0504,1996,4
NZ,real,63.3309,1997,1
NZ,real,63.8819,1997,2
NZ,real,63.7843,1997,3
NZ,real,63.4901,1997,4
NZ,real,62.6609,1998,1
NZ,real,61.279,1998,2
NZ,real,61.0478,1998,3
NZ,real,61.8163,1998,4
NZ,real,63.0056,1999,1
NZ,real,63.3535,1999,2
NZ,real,63.0089,1999,3
NZ,real,62.9112,1999,4
NZ,real,62.5862,2000,1
NZ,real,61.9752,2000,2
NZ,real,60.6617,2000,3
NZ,real,59.8065,2000,4
NZ,real,60.7455,2001,1
NZ,real,60.4549,2001,2
NZ,real,60.6367,2001,3
NZ,real,61.3206,2001,4
NZ,real,63.3968,2002,1
NZ,real,64.2664,2002,2
NZ,real,65.9802,2002,3
NZ,real,68.0284,2002,4
NZ,real,71.5063,2003,1
NZ,real,73.9845,2003,2
NZ,real,78.5999,2003,3
NZ,real,83.3074,2003,4
NZ,real,86.7023,2004,1
NZ,real,87.5397,2004,2
NZ,real,88.7819,2004,3
NZ,real,91.1836,2004,4
NZ,real,94.9854,2005,1
NZ,real,96.8058,2005,2
NZ,real,98.7459,2005,3
NZ,real,101.865,2005,4
NZ,real,103.2014,2006,1
NZ,real,102.5568,2006,2
NZ,real,104.2144,2006,3
NZ,real,108.107,2006,4
NZ,real,112.047,2007,1
NZ,real,114.0587,2007,2
NZ,real,113.9456,2007,3
NZ,real,112.7904,2007,4
NZ,real,111.3629,2008,1
NZ,real,104.767,2008,2
NZ,real,101.2158,2008,3
NZ,real,99.3679,2008,4
NZ,real,98.4173,2009,1
NZ,real,99.6446,2009,2
NZ,real,100.5998,2009,3
NZ,real,102.7142,2009,4
NZ,real,102.4238,2010,1
NZ,real,101.1164,2010,2
NZ,real,99.4213,2010,3
NZ,real,97.1478,2010,4
NZ,real,96.62,2011,1
NZ,real,96.1673,2011,2
NZ,real,97.0456,2011,3
NZ,real,97.5604,2011,4
NZ,real,98.0829,2012,1
NZ,real,98.9006,2012,2
NZ,real,100.6002,2012,3
NZ,real,102.867,2012,4
NZ,real,104.7769,2013,1
NZ,real,106.8315,2013,2
NZ,real,109.1498,2013,3
NZ,real,110.2959,2013,4
NZ,real,111.0691,2014,1
NZ,real,111.8857,2014,2
NZ,real,113.2593,2014,3
NZ,real,117.3017,2014,4
NZ,real,121.203,2015,1
NZ,real,124.8561,2015,2
NZ,real,130.242,2015,3
NZ,real,131.9997,2015,4
NZ,real,136.5858,2016,1
NZ,real,143.2079,2016,2
NZ,real,147.9502,2016,3
NZ,real,148.8505,2016,4
NZ,real,149.8681,2017,1
NZ,real,150.157,2017,2
NZ,real,150.4882,2017,3
NZ,real,152.4579,2017,4
NZ,real,153.549,2018,1
NZ,real,153.2842,2018,2
NZ,real,153.3845,2018,3
NZ,real,154.5951,2018,4
NZ,real,155.2219,2019,1
NZ,real,153.7778,2019,2
NZ,real,155.8488,2019,3
NZ,real,159.0308,2019,4
NZ,real,162.8244,2020,1
NZ,real,161.8924,2020,2
NZ,real,168.9748,2020,3
NZ,real,181.9659,2020,4
NZ,real,196.8574,2021,1
NZ,real,201.3281,2021,2
NZ,real,207.1979,2021,3
NZ,real,216.2783,2021,4
NZ,real,209.1248,2022,1
NZ,real,197.2147,2022,2
NZ,real,186.1785,2022,3
NZ,real,179.9556,2022,4
NZ,real,173.1862,2023,1
NZ,real,169.4542,2023,2
NZ,real,169.0654,2023,3
NZ,real,170.8937,2023,4
NZ,real,169.9534,2024,1
NZ,real,165.9624,2024,2
NZ,real,163.8554,2024,3
NZ,real,164.5161,2024,4
NZ,real,162.6095,2025,1
NZ,real,159.8576,2025,2
NZ,real,158.1678,2025,3
NZ,real,157.5408,2025,4
GR,real,62.9963,1997,1
GR,real,62.6313,1997,2
GR,real,64.4501,1997,3
GR,real,66.2785,1997,4
GR,real,69.0261,1998,1
GR,real,69.0181,1998,2
GR,real,70.3825,1998,3
GR,real,71.4137,1998,4
GR,real,72.8594,1999,1
GR,real,73.1085,1999,2
GR,real,75.126,1999,3
GR,real,75.8307,1999,4
GR,real,77.6642,2000,1
GR,real,78.1938,2000,2
GR,real,80.8527,2000,3
GR,real,81.5257,2000,4
GR,real,85.6593,2001,1
GR,real,86.7088,2001,2
GR,real,89.5565,2001,3
GR,real,90.2583,2001,4
GR,real,93.9116,2002,1
GR,real,96.7616,2002,2
GR,real,98.0545,2002,3
GR,real,98.2402,2002,4
GR,real,99.4764,2003,1
GR,real,97.071,2003,2
GR,real,99.1389,2003,3
GR,real,98.3198,2003,4
GR,real,97.8569,2004,1
GR,real,96.3905,2004,2
GR,real,98.6319,2004,3
GR,real,98.861,2004,4
GR,real,101.9492,2005,1
GR,real,103.0645,2005,2
GR,real,106.5434,2005,3
GR,real,107.9165,2005,4
GR,real,112.0074,2006,1
GR,real,113.0191,2006,2
GR,real,115.5599,2006,3
GR,real,118.6806,2006,4
GR,real,118.5487,2007,1
GR,real,117.6459,2007,2
GR,real,119.5312,2007,3
GR,real,117.2875,2007,4
GR,real,116.9994,2008,1
GR,real,114.2616,2008,2
GR,real,115.9146,2008,3
GR,real,114.6558,2008,4
GR,real,111.4224,2009,1
GR,real,110.6971,2009,2
GR,real,109.2424,2009,3
GR,real,107.9627,2009,4
GR,real,106.2279,2010,1
GR,real,100.3345,2010,2
GR,real,98.1406,2010,3
GR,real,95.5631,2010,4
GR,real,95.9735,2011,1
GR,real,91.965,2011,2
GR,real,91.314,2011,3
GR,real,86.8191,2011,4
GR,real,84.1442,2012,1
GR,real,80.7683,2012,2
GR,real,78.7745,2012,3
GR,real,74.8793,2012,4
GR,real,74.4672,2013,1
GR,real,71.4453,2013,2
GR,real,71.4849,2013,3
GR,real,69.1792,2013,4
GR,real,68.6038,2014,1
GR,real,66.5535,2014,2
GR,real,66.976,2014,3
GR,real,66.5695,2014,4
GR,real,67.3849,2015,1
GR,real,64.6323,2015,2
GR,real,64.2259,2015,3
GR,real,63.5543,2015,4
GR,real,65.0473,2016,1
GR,real,63.5975,2016,2
GR,real,63.7566,2016,3
GR,real,63.1824,2016,4
GR,real,62.9425,2017,1
GR,real,62.1274,2017,2
GR,real,62.7325,2017,3
GR,real,62.3937,2017,4
GR,real,63.3173,2018,1
GR,real,62.5845,2018,2
GR,real,63.543,2018,3
GR,real,63.6859,2018,4
GR,real,66.3542,2019,1
GR,real,67.1188,2019,2
GR,real,68.8516,2019,3
GR,real,68.3864,2019,4
GR,real,70.564,2020,1
GR,real,70.9774,2020,2
GR,real,72.9046,2020,3
GR,real,72.0312,2020,4
GR,real,74.9826,2021,1
GR,real,75.6339,2021,2
GR,real,77.9059,2021,3
GR,real,75.8914,2021,4
GR,real,76.7863,2022,1
GR,real,75.4159,2022,2
GR,real,78.5656,2022,3
GR,real,80.0765,2022,4
GR,real,83.8519,2023,1
GR,real,84.4807,2023,2
GR,real,86.629,2023,3
GR,real,87.1808,2023,4
GR,real,90.1308,2024,1
GR,real,90.3971,2024,2
GR,real,91.4131,2024,3
GR,real,91.409,2024,4
GR,real,94.5109,2025,1
GR,real,95.3083,2025,2
GR,real,96.7102,2025,3
GR,real,96.7268,2025,4
GR,real,96.9821,2026,1
SE,real,49.1956,1970,1
SE,real,49.6918,1970,2
SE,real,48.9377,1970,3
SE,real,49.264,1970,4
SE,real,47.6899,1971,1
SE,real,48.8984,1971,2
SE,real,48.1675,1971,3
SE,real,48.3826,1971,4
SE,real,48.7572,1972,1
SE,real,49.3421,1972,2
SE,real,48.615,1972,3
SE,real,49.2416,1972,4
SE,real,49.3591,1973,1
SE,real,49.6577,1973,2
SE,real,48.9703,1973,3
SE,real,48.8977,1973,4
SE,real,48.0612,1974,1
SE,real,48.6612,1974,2
SE,real,48.975,1974,3
SE,real,49.5873,1974,4
SE,real,50.8904,1975,1
SE,real,52.5908,1975,2
SE,real,52.8282,1975,3
SE,real,53.4291,1975,4
SE,real,53.6857,1976,1
SE,real,55.2017,1976,2
SE,real,57.4901,1976,3
SE,real,56.2036,1976,4
SE,real,56.922,1977,1
SE,real,58.0461,1977,2
SE,real,57.704,1977,3
SE,real,57.9198,1977,4
SE,real,56.41,1978,1
SE,real,59.1847,1978,2
SE,real,61.5004,1978,3
SE,real,60.5199,1978,4
SE,real,60.0053,1979,1
SE,real,62.1985,1979,2
SE,real,63.0709,1979,3
SE,real,60.7379,1979,4
SE,real,56.8713,1980,1
SE,real,56.7559,1980,2
SE,real,56.2159,1980,3
SE,real,52.5268,1980,4
SE,real,50.8857,1981,1
SE,real,50.1777,1981,2
SE,real,48.594,1981,3
SE,real,46.8321,1981,4
SE,real,45.9726,1982,1
SE,real,46.349,1982,2
SE,real,46.1081,1982,3
SE,real,44.456,1982,4
SE,real,42.9357,1983,1
SE,real,42.7483,1983,2
SE,real,42.0049,1983,3
SE,real,41.4371,1983,4
SE,real,40.4511,1984,1
SE,real,40.9584,1984,2
SE,real,40.953,1984,3
SE,real,40.1387,1984,4
SE,real,39.4409,1985,1
SE,real,39.6942,1985,2
SE,real,39.6862,1985,3
SE,real,38.8112,1985,4
SE,real,38.7904,1986,1
SE,real,39.2844,1986,2
SE,real,40.1473,1986,3
SE,real,40.7645,1986,4
SE,real,41.907,1987,1
SE,real,42.7085,1987,2
SE,real,43.2904,1987,3
SE,real,44.2933,1987,4
SE,real,45.9723,1988,1
SE,real,47.0713,1988,2
SE,real,49.3424,1988,3
SE,real,49.826,1988,4
SE,real,51.9259,1989,1
SE,real,53.3888,1989,2
SE,real,54.949,1989,3
SE,real,54.2844,1989,4
SE,real,55.0779,1990,1
SE,real,54.7251,1990,2
SE,real,54.7382,1990,3
SE,real,52.9787,1990,4
SE,real,54.2101,1991,1
SE,real,53.0438,1991,2
SE,real,53.165,1991,3
SE,real,51.9921,1991,4
SE,real,49.5514,1992,1
