freq,statinfo,unit,rskpovth,sex,age,geo,time,value
A,MED_EI,PC,B_60,T,TOTAL,AL,2017,23.7
A,MED_EI,PC,B_60,T,TOTAL,AL,2018,23.4
A,MED_EI,PC,B_60,T,TOTAL,AL,2019,23.0
A,MED_EI,PC,B_60,T,TOTAL,AL,2020,21.8
A,MED_EI,PC,B_60,T,TOTAL,AL,2021,22.0
A,MED_EI,PC,B_60,T,TOTAL,AL,2022,20.6
A,MED_EI,PC,B_60,T,TOTAL,AL,2023,19.7
A,MED_EI,PC,B_60,T,TOTAL,AL,2024,19.2
A,MED_EI,PC,B_60,T,TOTAL,AT,1995,13.0
A,MED_EI,PC,B_60,T,TOTAL,AT,1996,14.0
A,MED_EI,PC,B_60,T,TOTAL,AT,1997,13.0
A,MED_EI,PC,B_60,T,TOTAL,AT,1998,13.0
A,MED_EI,PC,B_60,T,TOTAL,AT,1999,12.0
A,MED_EI,PC,B_60,T,TOTAL,AT,2000,12.0
A,MED_EI,PC,B_60,T,TOTAL,AT,2001,12.0
A,MED_EI,PC,B_60,T,TOTAL,AT,2003,13.2
A,MED_EI,PC,B_60,T,TOTAL,AT,2004,13.0
A,MED_EI,PC,B_60,T,TOTAL,AT,2005,12.6
A,MED_EI,PC,B_60,T,TOTAL,AT,2006,12.6
A,MED_EI,PC,B_60,T,TOTAL,AT,2007,12.0
A,MED_EI,PC,B_60,T,TOTAL,AT,2008,15.2
A,MED_EI,PC,B_60,T,TOTAL,AT,2009,14.5
A,MED_EI,PC,B_60,T,TOTAL,AT,2010,14.7
A,MED_EI,PC,B_60,T,TOTAL,AT,2011,14.5
A,MED_EI,PC,B_60,T,TOTAL,AT,2012,14.4
A,MED_EI,PC,B_60,T,TOTAL,AT,2013,14.4
A,MED_EI,PC,B_60,T,TOTAL,AT,2014,14.1
A,MED_EI,PC,B_60,T,TOTAL,AT,2015,13.9
A,MED_EI,PC,B_60,T,TOTAL,AT,2016,14.1
A,MED_EI,PC,B_60,T,TOTAL,AT,2017,14.4
A,MED_EI,PC,B_60,T,TOTAL,AT,2018,14.3
A,MED_EI,PC,B_60,T,TOTAL,AT,2019,13.3
A,MED_EI,PC,B_60,T,TOTAL,AT,2020,13.9
A,MED_EI,PC,B_60,T,TOTAL,AT,2021,14.7
A,MED_EI,PC,B_60,T,TOTAL,AT,2022,14.8
A,MED_EI,PC,B_60,T,TOTAL,AT,2023,14.9
A,MED_EI,PC,B_60,T,TOTAL,AT,2024,14.3
A,MED_EI,PC,B_60,T,TOTAL,AT,2025,15.9
A,MED_EI,PC,B_60,T,TOTAL,BE,1995,16.0
A,MED_EI,PC,B_60,T,TOTAL,BE,1996,15.0
A,MED_EI,PC,B_60,T,TOTAL,BE,1997,14.0
A,MED_EI,PC,B_60,T,TOTAL,BE,1998,14.0
A,MED_EI,PC,B_60,T,TOTAL,BE,1999,13.0
A,MED_EI,PC,B_60,T,TOTAL,BE,2000,13.0
A,MED_EI,PC,B_60,T,TOTAL,BE,2001,13.0
A,MED_EI,PC,B_60,T,TOTAL,BE,2003,15.4
A,MED_EI,PC,B_60,T,TOTAL,BE,2004,14.3
A,MED_EI,PC,B_60,T,TOTAL,BE,2005,14.8
A,MED_EI,PC,B_60,T,TOTAL,BE,2006,14.7
A,MED_EI,PC,B_60,T,TOTAL,BE,2007,15.2
A,MED_EI,PC,B_60,T,TOTAL,BE,2008,14.7
A,MED_EI,PC,B_60,T,TOTAL,BE,2009,14.6
A,MED_EI,PC,B_60,T,TOTAL,BE,2010,14.6
A,MED_EI,PC,B_60,T,TOTAL,BE,2011,15.3
A,MED_EI,PC,B_60,T,TOTAL,BE,2012,15.3
A,MED_EI,PC,B_60,T,TOTAL,BE,2013,15.1
A,MED_EI,PC,B_60,T,TOTAL,BE,2014,15.5
A,MED_EI,PC,B_60,T,TOTAL,BE,2015,14.9
A,MED_EI,PC,B_60,T,TOTAL,BE,2016,15.5
A,MED_EI,PC,B_60,T,TOTAL,BE,2017,15.9
A,MED_EI,PC,B_60,T,TOTAL,BE,2018,16.4
A,MED_EI,PC,B_60,T,TOTAL,BE,2019,14.8
A,MED_EI,PC,B_60,T,TOTAL,BE,2020,14.1
A,MED_EI,PC,B_60,T,TOTAL,BE,2021,12.8
A,MED_EI,PC,B_60,T,TOTAL,BE,2022,13.1
A,MED_EI,PC,B_60,T,TOTAL,BE,2023,12.4
A,MED_EI,PC,B_60,T,TOTAL,BE,2024,11.4
A,MED_EI,PC,B_60,T,TOTAL,BE,2025,10.9
A,MED_EI,PC,B_60,T,TOTAL,BG,2006,18.4
A,MED_EI,PC,B_60,T,TOTAL,BG,2007,22.0
A,MED_EI,PC,B_60,T,TOTAL,BG,2008,21.4
A,MED_EI,PC,B_60,T,TOTAL,BG,2009,21.8
A,MED_EI,PC,B_60,T,TOTAL,BG,2010,20.7
A,MED_EI,PC,B_60,T,TOTAL,BG,2011,22.2
A,MED_EI,PC,B_60,T,TOTAL,BG,2012,21.2
A,MED_EI,PC,B_60,T,TOTAL,BG,2013,21.0
A,MED_EI,PC,B_60,T,TOTAL,BG,2014,21.8
A,MED_EI,PC,B_60,T,TOTAL,BG,2015,22.0
A,MED_EI,PC,B_60,T,TOTAL,BG,2016,22.9
A,MED_EI,PC,B_60,T,TOTAL,BG,2017,23.4
A,MED_EI,PC,B_60,T,TOTAL,BG,2018,22.0
A,MED_EI,PC,B_60,T,TOTAL,BG,2019,22.6
A,MED_EI,PC,B_60,T,TOTAL,BG,2020,23.8
A,MED_EI,PC,B_60,T,TOTAL,BG,2021,22.1
A,MED_EI,PC,B_60,T,TOTAL,BG,2022,22.9
A,MED_EI,PC,B_60,T,TOTAL,BG,2023,20.6
A,MED_EI,PC,B_60,T,TOTAL,BG,2024,21.7
A,MED_EI,PC,B_60,T,TOTAL,BG,2025,21.2
A,MED_EI,PC,B_60,T,TOTAL,CH,2007,15.0
A,MED_EI,PC,B_60,T,TOTAL,CH,2008,15.7
A,MED_EI,PC,B_60,T,TOTAL,CH,2009,15.6
A,MED_EI,PC,B_60,T,TOTAL,CH,2010,15.0
A,MED_EI,PC,B_60,T,TOTAL,CH,2011,15.0
A,MED_EI,PC,B_60,T,TOTAL,CH,2012,15.9
A,MED_EI,PC,B_60,T,TOTAL,CH,2013,14.5
A,MED_EI,PC,B_60,T,TOTAL,CH,2014,13.8
A,MED_EI,PC,B_60,T,TOTAL,CH,2015,15.6
A,MED_EI,PC,B_60,T,TOTAL,CH,2016,14.7
A,MED_EI,PC,B_60,T,TOTAL,CH,2017,15.5
A,MED_EI,PC,B_60,T,TOTAL,CH,2018,14.6
A,MED_EI,PC,B_60,T,TOTAL,CH,2019,16.0
A,MED_EI,PC,B_60,T,TOTAL,CH,2020,15.5
A,MED_EI,PC,B_60,T,TOTAL,CH,2021,14.7
A,MED_EI,PC,B_60,T,TOTAL,CH,2022,15.8
A,MED_EI,PC,B_60,T,TOTAL,CH,2023,16.4
A,MED_EI,PC,B_60,T,TOTAL,CH,2024,16.2
A,MED_EI,PC,B_60,T,TOTAL,CY,2005,16.1
A,MED_EI,PC,B_60,T,TOTAL,CY,2006,15.6
A,MED_EI,PC,B_60,T,TOTAL,CY,2007,15.5
A,MED_EI,PC,B_60,T,TOTAL,CY,2008,15.9
A,MED_EI,PC,B_60,T,TOTAL,CY,2009,15.8
A,MED_EI,PC,B_60,T,TOTAL,CY,2010,15.6
A,MED_EI,PC,B_60,T,TOTAL,CY,2011,14.8
A,MED_EI,PC,B_60,T,TOTAL,CY,2012,14.7
A,MED_EI,PC,B_60,T,TOTAL,CY,2013,15.3
A,MED_EI,PC,B_60,T,TOTAL,CY,2014,14.4
A,MED_EI,PC,B_60,T,TOTAL,CY,2015,16.2
A,MED_EI,PC,B_60,T,TOTAL,CY,2016,16.1
A,MED_EI,PC,B_60,T,TOTAL,CY,2017,15.7
A,MED_EI,PC,B_60,T,TOTAL,CY,2018,15.4
A,MED_EI,PC,B_60,T,TOTAL,CY,2019,15.1
A,MED_EI,PC,B_60,T,TOTAL,CY,2020,14.8
A,MED_EI,PC,B_60,T,TOTAL,CY,2021,13.7
A,MED_EI,PC,B_60,T,TOTAL,CY,2022,14.7
A,MED_EI,PC,B_60,T,TOTAL,CY,2023,14.9
A,MED_EI,PC,B_60,T,TOTAL,CY,2024,14.6
A,MED_EI,PC,B_60,T,TOTAL,CY,2025,14.9
A,MED_EI,PC,B_60,T,TOTAL,CZ,2001,8.0
A,MED_EI,PC,B_60,T,TOTAL,CZ,2005,10.4
A,MED_EI,PC,B_60,T,TOTAL,CZ,2006,9.9
A,MED_EI,PC,B_60,T,TOTAL,CZ,2007,9.6
A,MED_EI,PC,B_60,T,TOTAL,CZ,2008,9.0
A,MED_EI,PC,B_60,T,TOTAL,CZ,2009,8.6
A,MED_EI,PC,B_60,T,TOTAL,CZ,2010,9.0
A,MED_EI,PC,B_60,T,TOTAL,CZ,2011,9.8
A,MED_EI,PC,B_60,T,TOTAL,CZ,2012,9.6
A,MED_EI,PC,B_60,T,TOTAL,CZ,2013,8.6
A,MED_EI,PC,B_60,T,TOTAL,CZ,2014,9.7
A,MED_EI,PC,B_60,T,TOTAL,CZ,2015,9.7
A,MED_EI,PC,B_60,T,TOTAL,CZ,2016,9.7
A,MED_EI,PC,B_60,T,TOTAL,CZ,2017,9.1
A,MED_EI,PC,B_60,T,TOTAL,CZ,2018,9.6
A,MED_EI,PC,B_60,T,TOTAL,CZ,2019,10.1
A,MED_EI,PC,B_60,T,TOTAL,CZ,2020,9.5
A,MED_EI,PC,B_60,T,TOTAL,CZ,2021,8.6
A,MED_EI,PC,B_60,T,TOTAL,CZ,2022,10.2
A,MED_EI,PC,B_60,T,TOTAL,CZ,2023,9.8
A,MED_EI,PC,B_60,T,TOTAL,CZ,2024,9.5
A,MED_EI,PC,B_60,T,TOTAL,CZ,2025,9.6
A,MED_EI,PC,B_60,T,TOTAL,DE,1995,15.0
A,MED_EI,PC,B_60,T,TOTAL,DE,1996,14.0
A,MED_EI,PC,B_60,T,TOTAL,DE,1997,12.0
A,MED_EI,PC,B_60,T,TOTAL,DE,1998,11.0
A,MED_EI,PC,B_60,T,TOTAL,DE,1999,11.0
A,MED_EI,PC,B_60,T,TOTAL,DE,2000,10.0
A,MED_EI,PC,B_60,T,TOTAL,DE,2001,11.0
A,MED_EI,PC,B_60,T,TOTAL,DE,2005,12.2
A,MED_EI,PC,B_60,T,TOTAL,DE,2006,12.5
A,MED_EI,PC,B_60,T,TOTAL,DE,2007,15.2
A,MED_EI,PC,B_60,T,TOTAL,DE,2008,15.2
A,MED_EI,PC,B_60,T,TOTAL,DE,2009,15.5
A,MED_EI,PC,B_60,T,TOTAL,DE,2010,15.6
A,MED_EI,PC,B_60,T,TOTAL,DE,2011,15.8
A,MED_EI,PC,B_60,T,TOTAL,DE,2012,16.1
A,MED_EI,PC,B_60,T,TOTAL,DE,2013,16.1
A,MED_EI,PC,B_60,T,TOTAL,DE,2014,16.7
A,MED_EI,PC,B_60,T,TOTAL,DE,2015,16.7
A,MED_EI,PC,B_60,T,TOTAL,DE,2016,16.5
A,MED_EI,PC,B_60,T,TOTAL,DE,2017,16.1
A,MED_EI,PC,B_60,T,TOTAL,DE,2018,16.0
A,MED_EI,PC,B_60,T,TOTAL,DE,2019,14.8
A,MED_EI,PC,B_60,T,TOTAL,DE,2020,16.1
A,MED_EI,PC,B_60,T,TOTAL,DE,2021,16.0
A,MED_EI,PC,B_60,T,TOTAL,DE,2022,14.8
A,MED_EI,PC,B_60,T,TOTAL,DE,2023,14.4
A,MED_EI,PC,B_60,T,TOTAL,DE,2024,15.5
A,MED_EI,PC,B_60,T,TOTAL,DE,2025,16.1
A,MED_EI,PC,B_60,T,TOTAL,DK,1995,10.0
A,MED_EI,PC,B_60,T,TOTAL,DK,1997,10.0
A,MED_EI,PC,B_60,T,TOTAL,DK,1999,10.0
A,MED_EI,PC,B_60,T,TOTAL,DK,2001,10.0
A,MED_EI,PC,B_60,T,TOTAL,DK,2003,11.7
A,MED_EI,PC,B_60,T,TOTAL,DK,2004,10.9
A,MED_EI,PC,B_60,T,TOTAL,DK,2005,11.8
A,MED_EI,PC,B_60,T,TOTAL,DK,2006,11.7
A,MED_EI,PC,B_60,T,TOTAL,DK,2007,11.7
A,MED_EI,PC,B_60,T,TOTAL,DK,2008,11.8
A,MED_EI,PC,B_60,T,TOTAL,DK,2009,13.1
A,MED_EI,PC,B_60,T,TOTAL,DK,2010,13.3
A,MED_EI,PC,B_60,T,TOTAL,DK,2011,12.1
A,MED_EI,PC,B_60,T,TOTAL,DK,2012,12.0
A,MED_EI,PC,B_60,T,TOTAL,DK,2013,11.9
A,MED_EI,PC,B_60,T,TOTAL,DK,2014,12.1
A,MED_EI,PC,B_60,T,TOTAL,DK,2015,12.2
A,MED_EI,PC,B_60,T,TOTAL,DK,2016,11.9
A,MED_EI,PC,B_60,T,TOTAL,DK,2017,12.4
A,MED_EI,PC,B_60,T,TOTAL,DK,2018,12.7
A,MED_EI,PC,B_60,T,TOTAL,DK,2019,12.5
A,MED_EI,PC,B_60,T,TOTAL,DK,2020,12.1
A,MED_EI,PC,B_60,T,TOTAL,DK,2021,12.3
A,MED_EI,PC,B_60,T,TOTAL,DK,2022,12.4
A,MED_EI,PC,B_60,T,TOTAL,DK,2023,11.8
A,MED_EI,PC,B_60,T,TOTAL,DK,2024,11.6
A,MED_EI,PC,B_60,T,TOTAL,DK,2025,11.8
A,MED_EI,PC,B_60,T,TOTAL,EA,2005,15.4
A,MED_EI,PC,B_60,T,TOTAL,EA,2006,15.5
A,MED_EI,PC,B_60,T,TOTAL,EA,2007,16.1
A,MED_EI,PC,B_60,T,TOTAL,EA,2008,16.0
A,MED_EI,PC,B_60,T,TOTAL,EA,2009,16.1
A,MED_EI,PC,B_60,T,TOTAL,EA,2010,16.2
A,MED_EI,PC,B_60,T,TOTAL,EA,2011,16.8
A,MED_EI,PC,B_60,T,TOTAL,EA,2012,16.8
A,MED_EI,PC,B_60,T,TOTAL,EA,2013,16.7
A,MED_EI,PC,B_60,T,TOTAL,EA,2014,17.1
A,MED_EI,PC,B_60,T,TOTAL,EA,2015,17.2
A,MED_EI,PC,B_60,T,TOTAL,EA,2016,17.4
A,MED_EI,PC,B_60,T,TOTAL,EA,2017,17.0
A,MED_EI,PC,B_60,T,TOTAL,EA,2018,17.0
A,MED_EI,PC,B_60,T,TOTAL,EA,2019,16.4
A,MED_EI,PC,B_60,T,TOTAL,EA,2020,16.8
A,MED_EI,PC,B_60,T,TOTAL,EA,2021,17.0
A,MED_EI,PC,B_60,T,TOTAL,EA,2022,16.8
A,MED_EI,PC,B_60,T,TOTAL,EA,2023,16.3
A,MED_EI,PC,B_60,T,TOTAL,EA,2024,16.5
A,MED_EI,PC,B_60,T,TOTAL,EA21,2025,16.9
A,MED_EI,PC,B_60,T,TOTAL,EE,2000,18.0
A,MED_EI,PC,B_60,T,TOTAL,EE,2001,18.0
A,MED_EI,PC,B_60,T,TOTAL,EE,2002,18.0
A,MED_EI,PC,B_60,T,TOTAL,EE,2004,20.2
A,MED_EI,PC,B_60,T,TOTAL,EE,2005,18.3
A,MED_EI,PC,B_60,T,TOTAL,EE,2006,18.3
A,MED_EI,PC,B_60,T,TOTAL,EE,2007,19.4
A,MED_EI,PC,B_60,T,TOTAL,EE,2008,19.5
A,MED_EI,PC,B_60,T,TOTAL,EE,2009,19.7
A,MED_EI,PC,B_60,T,TOTAL,EE,2010,15.8
A,MED_EI,PC,B_60,T,TOTAL,EE,2011,17.5
A,MED_EI,PC,B_60,T,TOTAL,EE,2012,17.5
A,MED_EI,PC,B_60,T,TOTAL,EE,2013,18.6
A,MED_EI,PC,B_60,T,TOTAL,EE,2014,21.8
A,MED_EI,PC,B_60,T,TOTAL,EE,2015,21.6
A,MED_EI,PC,B_60,T,TOTAL,EE,2016,21.7
A,MED_EI,PC,B_60,T,TOTAL,EE,2017,21.0
A,MED_EI,PC,B_60,T,TOTAL,EE,2018,21.9
A,MED_EI,PC,B_60,T,TOTAL,EE,2019,21.7
A,MED_EI,PC,B_60,T,TOTAL,EE,2020,20.7
A,MED_EI,PC,B_60,T,TOTAL,EE,2021,20.6
A,MED_EI,PC,B_60,T,TOTAL,EE,2022,22.8
A,MED_EI,PC,B_60,T,TOTAL,EE,2023,22.5
A,MED_EI,PC,B_60,T,TOTAL,EE,2024,20.2
A,MED_EI,PC,B_60,T,TOTAL,EE,2025,19.5
A,MED_EI,PC,B_60,T,TOTAL,EL,1995,22.0
A,MED_EI,PC,B_60,T,TOTAL,EL,1996,21.0
A,MED_EI,PC,B_60,T,TOTAL,EL,1997,21.0
A,MED_EI,PC,B_60,T,TOTAL,EL,1998,21.0
A,MED_EI,PC,B_60,T,TOTAL,EL,1999,21.0
A,MED_EI,PC,B_60,T,TOTAL,EL,2000,20.0
A,MED_EI,PC,B_60,T,TOTAL,EL,2001,20.0
A,MED_EI,PC,B_60,T,TOTAL,EL,2003,20.7
A,MED_EI,PC,B_60,T,TOTAL,EL,2004,19.9
A,MED_EI,PC,B_60,T,TOTAL,EL,2005,19.6
A,MED_EI,PC,B_60,T,TOTAL,EL,2006,20.5
A,MED_EI,PC,B_60,T,TOTAL,EL,2007,20.3
A,MED_EI,PC,B_60,T,TOTAL,EL,2008,20.1
A,MED_EI,PC,B_60,T,TOTAL,EL,2009,19.7
A,MED_EI,PC,B_60,T,TOTAL,EL,2010,20.1
A,MED_EI,PC,B_60,T,TOTAL,EL,2011,21.4
A,MED_EI,PC,B_60,T,TOTAL,EL,2012,23.1
A,MED_EI,PC,B_60,T,TOTAL,EL,2013,23.1
A,MED_EI,PC,B_60,T,TOTAL,EL,2014,22.1
A,MED_EI,PC,B_60,T,TOTAL,EL,2015,21.4
A,MED_EI,PC,B_60,T,TOTAL,EL,2016,21.2
A,MED_EI,PC,B_60,T,TOTAL,EL,2017,20.2
A,MED_EI,PC,B_60,T,TOTAL,EL,2018,18.5
A,MED_EI,PC,B_60,T,TOTAL,EL,2019,17.9
A,MED_EI,PC,B_60,T,TOTAL,EL,2020,17.7
A,MED_EI,PC,B_60,T,TOTAL,EL,2021,19.6
A,MED_EI,PC,B_60,T,TOTAL,EL,2022,18.8
A,MED_EI,PC,B_60,T,TOTAL,EL,2023,18.9
A,MED_EI,PC,B_60,T,TOTAL,EL,2024,19.6
A,MED_EI,PC,B_60,T,TOTAL,EL,2025,19.6
A,MED_EI,PC,B_60,T,TOTAL,ES,1995,19.0
A,MED_EI,PC,B_60,T,TOTAL,ES,1996,18.0
A,MED_EI,PC,B_60,T,TOTAL,ES,1997,20.0
A,MED_EI,PC,B_60,T,TOTAL,ES,1998,18.0
A,MED_EI,PC,B_60,T,TOTAL,ES,1999,19.0
A,MED_EI,PC,B_60,T,TOTAL,ES,2000,18.0
A,MED_EI,PC,B_60,T,TOTAL,ES,2001,19.0
A,MED_EI,PC,B_60,T,TOTAL,ES,2002,19.0
A,MED_EI,PC,B_60,T,TOTAL,ES,2004,20.1
A,MED_EI,PC,B_60,T,TOTAL,ES,2005,20.1
A,MED_EI,PC,B_60,T,TOTAL,ES,2006,20.3
A,MED_EI,PC,B_60,T,TOTAL,ES,2007,19.7
A,MED_EI,PC,B_60,T,TOTAL,ES,2008,19.8
A,MED_EI,PC,B_60,T,TOTAL,ES,2009,20.4
A,MED_EI,PC,B_60,T,TOTAL,ES,2010,20.7
A,MED_EI,PC,B_60,T,TOTAL,ES,2011,20.6
A,MED_EI,PC,B_60,T,TOTAL,ES,2012,20.8
A,MED_EI,PC,B_60,T,TOTAL,ES,2013,20.4
A,MED_EI,PC,B_60,T,TOTAL,ES,2014,22.2
A,MED_EI,PC,B_60,T,TOTAL,ES,2015,22.1
A,MED_EI,PC,B_60,T,TOTAL,ES,2016,22.3
A,MED_EI,PC,B_60,T,TOTAL,ES,2017,21.6
A,MED_EI,PC,B_60,T,TOTAL,ES,2018,21.5
A,MED_EI,PC,B_60,T,TOTAL,ES,2019,20.7
A,MED_EI,PC,B_60,T,TOTAL,ES,2020,21.0
A,MED_EI,PC,B_60,T,TOTAL,ES,2021,21.7
A,MED_EI,PC,B_60,T,TOTAL,ES,2022,20.4
A,MED_EI,PC,B_60,T,TOTAL,ES,2023,20.2
A,MED_EI,PC,B_60,T,TOTAL,ES,2024,19.7
A,MED_EI,PC,B_60,T,TOTAL,ES,2025,19.5
A,MED_EI,PC,B_60,T,TOTAL,EU,2005,16.0
A,MED_EI,PC,B_60,T,TOTAL,EU,2006,16.1
A,MED_EI,PC,B_60,T,TOTAL,EU,2007,16.6
A,MED_EI,PC,B_60,T,TOTAL,EU,2008,16.6
A,MED_EI,PC,B_60,T,TOTAL,EU,2009,16.4
A,MED_EI,PC,B_60,T,TOTAL,EU,2010,16.5
A,MED_EI,PC,B_60,T,TOTAL,EU,2011,16.9
A,MED_EI,PC,B_60,T,TOTAL,EU,2012,16.8
A,MED_EI,PC,B_60,T,TOTAL,EU,2013,16.7
A,MED_EI,PC,B_60,T,TOTAL,EU,2014,17.2
A,MED_EI,PC,B_60,T,TOTAL,EU,2015,17.3
A,MED_EI,PC,B_60,T,TOTAL,EU,2016,17.3
A,MED_EI,PC,B_60,T,TOTAL,EU,2017,16.9
A,MED_EI,PC,B_60,T,TOTAL,EU,2018,17.1
A,MED_EI,PC,B_60,T,TOTAL,EU,2019,16.5
A,MED_EI,PC,B_60,T,TOTAL,EU,2020,16.7
A,MED_EI,PC,B_60,T,TOTAL,EU,2021,16.8
A,MED_EI,PC,B_60,T,TOTAL,EU,2022,16.5
A,MED_EI,PC,B_60,T,TOTAL,EU,2023,16.2
A,MED_EI,PC,B_60,T,TOTAL,EU,2024,16.2
A,MED_EI,PC,B_60,T,TOTAL,EU27_2020,2013,16.8
A,MED_EI,PC,B_60,T,TOTAL,EU27_2020,2014,17.3
A,MED_EI,PC,B_60,T,TOTAL,EU27_2020,2015,17.4
A,MED_EI,PC,B_60,T,TOTAL,EU27_2020,2016,17.5
A,MED_EI,PC,B_60,T,TOTAL,EU27_2020,2017,16.9
A,MED_EI,PC,B_60,T,TOTAL,EU27_2020,2018,16.8
A,MED_EI,PC,B_60,T,TOTAL,EU27_2020,2019,16.5
A,MED_EI,PC,B_60,T,TOTAL,EU27_2020,2020,16.7
A,MED_EI,PC,B_60,T,TOTAL,EU27_2020,2021,16.8
A,MED_EI,PC,B_60,T,TOTAL,EU27_2020,2022,16.5
A,MED_EI,PC,B_60,T,TOTAL,EU27_2020,2023,16.2
A,MED_EI,PC,B_60,T,TOTAL,EU27_2020,2024,16.2
A,MED_EI,PC,B_60,T,TOTAL,EU27_2020,2025,16.3
A,MED_EI,PC,B_60,T,TOTAL,FI,1996,8.0
A,MED_EI,PC,B_60,T,TOTAL,FI,1997,8.0
A,MED_EI,PC,B_60,T,TOTAL,FI,1998,9.0
A,MED_EI,PC,B_60,T,TOTAL,FI,1999,11.0
A,MED_EI,PC,B_60,T,TOTAL,FI,2000,11.0
A,MED_EI,PC,B_60,T,TOTAL,FI,2001,11.0
A,MED_EI,PC,B_60,T,TOTAL,FI,2002,11.0
A,MED_EI,PC,B_60,T,TOTAL,FI,2004,11.0
A,MED_EI,PC,B_60,T,TOTAL,FI,2005,11.7
A,MED_EI,PC,B_60,T,TOTAL,FI,2006,12.6
A,MED_EI,PC,B_60,T,TOTAL,FI,2007,13.0
A,MED_EI,PC,B_60,T,TOTAL,FI,2008,13.6
A,MED_EI,PC,B_60,T,TOTAL,FI,2009,13.8
A,MED_EI,PC,B_60,T,TOTAL,FI,2010,13.1
A,MED_EI,PC,B_60,T,TOTAL,FI,2011,13.7
A,MED_EI,PC,B_60,T,TOTAL,FI,2012,13.2
A,MED_EI,PC,B_60,T,TOTAL,FI,2013,11.8
A,MED_EI,PC,B_60,T,TOTAL,FI,2014,12.8
A,MED_EI,PC,B_60,T,TOTAL,FI,2015,12.4
A,MED_EI,PC,B_60,T,TOTAL,FI,2016,11.6
A,MED_EI,PC,B_60,T,TOTAL,FI,2017,11.5
A,MED_EI,PC,B_60,T,TOTAL,FI,2018,12.0
A,MED_EI,PC,B_60,T,TOTAL,FI,2019,11.6
A,MED_EI,PC,B_60,T,TOTAL,FI,2020,12.2
A,MED_EI,PC,B_60,T,TOTAL,FI,2021,10.8
A,MED_EI,PC,B_60,T,TOTAL,FI,2022,12.7
A,MED_EI,PC,B_60,T,TOTAL,FI,2023,12.2
A,MED_EI,PC,B_60,T,TOTAL,FI,2024,12.6
A,MED_EI,PC,B_60,T,TOTAL,FI,2025,13.4
A,MED_EI,PC,B_60,T,TOTAL,FR,1995,15.0
A,MED_EI,PC,B_60,T,TOTAL,FR,1996,15.0
A,MED_EI,PC,B_60,T,TOTAL,FR,1997,15.0
A,MED_EI,PC,B_60,T,TOTAL,FR,1998,15.0
A,MED_EI,PC,B_60,T,TOTAL,FR,1999,15.0
A,MED_EI,PC,B_60,T,TOTAL,FR,2000,16.0
A,MED_EI,PC,B_60,T,TOTAL,FR,2001,13.0
A,MED_EI,PC,B_60,T,TOTAL,FR,2002,12.0
A,MED_EI,PC,B_60,T,TOTAL,FR,2004,13.5
A,MED_EI,PC,B_60,T,TOTAL,FR,2005,13.0
A,MED_EI,PC,B_60,T,TOTAL,FR,2006,13.2
A,MED_EI,PC,B_60,T,TOTAL,FR,2007,13.1
A,MED_EI,PC,B_60,T,TOTAL,FR,2008,12.5
A,MED_EI,PC,B_60,T,TOTAL,FR,2009,12.9
A,MED_EI,PC,B_60,T,TOTAL,FR,2010,13.3
A,MED_EI,PC,B_60,T,TOTAL,FR,2011,14.0
A,MED_EI,PC,B_60,T,TOTAL,FR,2012,14.1
A,MED_EI,PC,B_60,T,TOTAL,FR,2013,13.7
A,MED_EI,PC,B_60,T,TOTAL,FR,2014,13.3
A,MED_EI,PC,B_60,T,TOTAL,FR,2015,13.6
A,MED_EI,PC,B_60,T,TOTAL,FR,2016,13.6
A,MED_EI,PC,B_60,T,TOTAL,FR,2017,13.2
A,MED_EI,PC,B_60,T,TOTAL,FR,2018,13.4
A,MED_EI,PC,B_60,T,TOTAL,FR,2019,13.6
A,MED_EI,PC,B_60,T,TOTAL,FR,2020,14.2
A,MED_EI,PC,B_60,T,TOTAL,FR,2021,14.3
A,MED_EI,PC,B_60,T,TOTAL,FR,2022,15.6
A,MED_EI,PC,B_60,T,TOTAL,FR,2023,15.4
A,MED_EI,PC,B_60,T,TOTAL,FR,2024,15.9
A,MED_EI,PC,B_60,T,TOTAL,FR,2025,16.3
A,MED_EI,PC,B_60,T,TOTAL,HR,2010,20.6
A,MED_EI,PC,B_60,T,TOTAL,HR,2011,20.9
A,MED_EI,PC,B_60,T,TOTAL,HR,2012,20.4
A,MED_EI,PC,B_60,T,TOTAL,HR,2013,19.5
A,MED_EI,PC,B_60,T,TOTAL,HR,2014,19.4
A,MED_EI,PC,B_60,T,TOTAL,HR,2015,20.0
A,MED_EI,PC,B_60,T,TOTAL,HR,2016,19.5
A,MED_EI,PC,B_60,T,TOTAL,HR,2017,20.0
A,MED_EI,PC,B_60,T,TOTAL,HR,2018,19.3
A,MED_EI,PC,B_60,T,TOTAL,HR,2019,18.3
A,MED_EI,PC,B_60,T,TOTAL,HR,2020,18.3
A,MED_EI,PC,B_60,T,TOTAL,HR,2021,19.2
A,MED_EI,PC,B_60,T,TOTAL,HR,2022,18.0
A,MED_EI,PC,B_60,T,TOTAL,HR,2023,19.3
A,MED_EI,PC,B_60,T,TOTAL,HR,2024,20.3
