freq,unit,asset10,geo,time,value
A,PC_GDP,N111G,SI,1996,3.6
A,PC_GDP,N111G,SI,1997,4.0
A,PC_GDP,N111G,SI,1998,4.1
A,PC_GDP,N111G,SI,1999,4.0
A,PC_GDP,N111G,SI,2000,3.6
A,PC_GDP,N111G,SI,2001,3.4
A,PC_GDP,N111G,SI,2002,3.1
A,PC_GDP,N111G,SI,2003,2.9
A,PC_GDP,N111G,SI,2004,3.2
A,PC_GDP,N111G,SI,2005,3.7
A,PC_GDP,N111G,SI,2006,3.9
A,PC_GDP,N111G,SI,2007,4.2
A,PC_GDP,N111G,SI,2008,4.6
A,PC_GDP,N111G,SI,2009,3.9
A,PC_GDP,N111G,SI,2010,3.2
A,PC_GDP,N111G,SI,2011,2.8
A,PC_GDP,N111G,SI,2012,2.6
A,PC_GDP,N111G,SI,2013,2.4
A,PC_GDP,N111G,SI,2014,2.2
A,PC_GDP,N111G,SI,2015,2.2
A,PC_GDP,N111G,SI,2016,2.1
A,PC_GDP,N111G,SI,2017,2.1
A,PC_GDP,N111G,SI,2018,2.1
A,PC_GDP,N111G,SI,2019,2.2
A,PC_GDP,N111G,SI,2020,2.3
A,PC_GDP,N111G,SI,2021,2.4
A,PC_GDP,N111G,SI,2022,2.9
A,PC_GDP,N111G,SI,2023,3.0
A,PC_GDP,N111G,SI,2024,2.8
A,PC_GDP,N111G,SI,2025,2.5
A,PC_GDP,N111G,SK,1995,2.0
A,PC_GDP,N111G,SK,1996,2.4
A,PC_GDP,N111G,SK,1997,2.4
A,PC_GDP,N111G,SK,1998,2.8
A,PC_GDP,N111G,SK,1999,3.3
A,PC_GDP,N111G,SK,2000,5.2
A,PC_GDP,N111G,SK,2001,4.3
A,PC_GDP,N111G,SK,2002,4.4
A,PC_GDP,N111G,SK,2003,4.1
A,PC_GDP,N111G,SK,2004,3.7
A,PC_GDP,N111G,SK,2005,3.9
A,PC_GDP,N111G,SK,2006,3.2
A,PC_GDP,N111G,SK,2007,3.3
A,PC_GDP,N111G,SK,2008,3.4
A,PC_GDP,N111G,SK,2009,3.9
A,PC_GDP,N111G,SK,2010,3.3
A,PC_GDP,N111G,SK,2011,3.2
A,PC_GDP,N111G,SK,2012,3.3
A,PC_GDP,N111G,SK,2013,3.6
A,PC_GDP,N111G,SK,2014,3.1
A,PC_GDP,N111G,SK,2015,2.9
A,PC_GDP,N111G,SK,2016,3.5
A,PC_GDP,N111G,SK,2017,3.2
A,PC_GDP,N111G,SK,2018,3.6
A,PC_GDP,N111G,SK,2019,3.5
A,PC_GDP,N111G,SK,2020,4.1
A,PC_GDP,N111G,SK,2021,4.4
A,PC_GDP,N111G,SK,2022,4.8
A,PC_GDP,N111G,SK,2023,4.2
A,PC_GDP,N111G,SK,2024,3.5
A,PC_GDP,N111G,SK,2025,2.9
A,PC_GDP,N111G,TR,2009,5.1
A,PC_GDP,N111G,TR,2010,5.2
A,PC_GDP,N111G,TR,2011,6.6
A,PC_GDP,N111G,TR,2012,6.5
A,PC_GDP,N111G,TR,2013,7.4
A,PC_GDP,N111G,TR,2014,7.7
A,PC_GDP,N111G,TR,2015,7.9
A,PC_GDP,N111G,TR,2016,7.8
A,PC_GDP,N111G,TR,2017,8.2
A,PC_GDP,N111G,TR,2018,8.4
A,PC_GDP,N111G,TR,2019,6.4
A,PC_GDP,N111G,TR,2020,5.7
A,PC_GDP,N111G,TR,2021,5.7
A,PC_GDP,N111G,TR,2022,5.4
A,PC_GDP,N111G,TR,2023,6.5
A,PC_GDP,N111G,TR,2024,7.1
A,PC_GDP,N111G,TR,2025,7.4
A,PC_GDP,N111G,UA,2010,2.8
A,PC_GDP,N111G,UA,2011,2.2
A,PC_GDP,N111G,UA,2012,2.4
A,PC_GDP,N111G,UA,2013,2.7
A,PC_GDP,N111G,UA,2014,2.7
A,PC_GDP,N111G,UA,2015,2.8
A,PC_GDP,N111G,UA,2016,2.6
A,PC_GDP,N111G,UA,2017,2.6
A,PC_GDP,N111G,UA,2018,2.5
A,PC_GDP,N111G,UA,2019,2.3
A,PC_GDP,N111G,UA,2020,1.4
A,PC_GDP,N111G,UA,2021,1.6
A,PC_GDP,N111G,UA,2022,1.0
A,PC_GDP,N111G,UA,2023,0.9
A,PC_GDP,N111G,UA,2024,1.1
A,PC_GDP,N111G,XK,2008,13.9
A,PC_GDP,N111G,XK,2009,13.8
A,PC_GDP,N111G,XK,2010,13.6
A,PC_GDP,N111G,XK,2011,14.6
A,PC_GDP,N111G,XK,2012,14.9
A,PC_GDP,N111G,XK,2013,14.4
A,PC_GDP,N111G,XK,2014,15.4
A,PC_GDP,N111G,XK,2015,16.3
A,PC_GDP,N111G,XK,2016,15.6
A,PC_GDP,N111G,XK,2017,17.1
A,PC_GDP,N111G,XK,2018,18.1
A,PC_GDP,N111G,XK,2019,18.5
A,PC_GDP,N111G,XK,2020,18.2
A,PC_GDP,N111G,XK,2021,21.0
A,PC_GDP,N111G,XK,2022,21.6
A,PC_GDP,N111G,XK,2023,19.5
A,PC_GDP,N111G,XK,2024,18.2
