cod,nombre,anyo,periodo,valor
EAES731,Ambos sexos. Andalucía. Dato base. Cuartil superior. ,2009,28,26036.43
EAES731,Ambos sexos. Andalucía. Dato base. Cuartil superior. ,2010,28,25569.75
EAES731,Ambos sexos. Andalucía. Dato base. Cuartil superior. ,2011,28,26681.9
EAES731,Ambos sexos. Andalucía. Dato base. Cuartil superior. ,2012,28,25948.92
EAES731,Ambos sexos. Andalucía. Dato base. Cuartil superior. ,2013,28,26357.12
EAES731,Ambos sexos. Andalucía. Dato base. Cuartil superior. ,2014,28,26129.25
EAES731,Ambos sexos. Andalucía. Dato base. Cuartil superior. ,2015,28,27048.58
EAES731,Ambos sexos. Andalucía. Dato base. Cuartil superior. ,2016,28,26862.33
EAES731,Ambos sexos. Andalucía. Dato base. Cuartil superior. ,2017,28,26668.08
EAES731,Ambos sexos. Andalucía. Dato base. Cuartil superior. ,2018,28,27499.97
EAES731,Ambos sexos. Andalucía. Dato base. Cuartil superior. ,2019,28,27600.38
EAES731,Ambos sexos. Andalucía. Dato base. Cuartil superior. ,2020,28,27797.64
EAES731,Ambos sexos. Andalucía. Dato base. Cuartil superior. ,2021,28,28848.29
EAES731,Ambos sexos. Andalucía. Dato base. Cuartil superior. ,2022,28,29514.63
EAES731,Ambos sexos. Andalucía. Dato base. Cuartil superior. ,2023,28,30885.6
EAES731,Ambos sexos. Andalucía. Dato base. Cuartil superior. ,2024,28,32099.35
EAES730,Ambos sexos. Andalucía. Dato base. Percentil 90. ,2008,28,35105.72
EAES730,Ambos sexos. Andalucía. Dato base. Percentil 90. ,2009,28,37655.42
EAES730,Ambos sexos. Andalucía. Dato base. Percentil 90. ,2010,28,38447.0
EAES730,Ambos sexos. Andalucía. Dato base. Percentil 90. ,2011,28,38761.2
EAES730,Ambos sexos. Andalucía. Dato base. Percentil 90. ,2012,28,37291.48
EAES730,Ambos sexos. Andalucía. Dato base. Percentil 90. ,2013,28,38061.86
EAES730,Ambos sexos. Andalucía. Dato base. Percentil 90. ,2014,28,37835.52
EAES730,Ambos sexos. Andalucía. Dato base. Percentil 90. ,2015,28,39121.07
EAES730,Ambos sexos. Andalucía. Dato base. Percentil 90. ,2016,28,38731.32
EAES730,Ambos sexos. Andalucía. Dato base. Percentil 90. ,2017,28,38260.58
EAES730,Ambos sexos. Andalucía. Dato base. Percentil 90. ,2018,28,40412.36
EAES730,Ambos sexos. Andalucía. Dato base. Percentil 90. ,2019,28,39781.75
EAES730,Ambos sexos. Andalucía. Dato base. Percentil 90. ,2020,28,39886.81
EAES730,Ambos sexos. Andalucía. Dato base. Percentil 90. ,2021,28,41054.13
EAES730,Ambos sexos. Andalucía. Dato base. Percentil 90. ,2022,28,43652.87
EAES730,Ambos sexos. Andalucía. Dato base. Percentil 90. ,2023,28,44640.51
EAES730,Ambos sexos. Andalucía. Dato base. Percentil 90. ,2024,28,46498.34
EAES729,Ambos sexos. Aragón. Dato base. Media. ,2008,28,21594.47
EAES729,Ambos sexos. Aragón. Dato base. Media. ,2009,28,22133.77
EAES729,Ambos sexos. Aragón. Dato base. Media. ,2010,28,22316.69
EAES729,Ambos sexos. Aragón. Dato base. Media. ,2011,28,22333.53
EAES729,Ambos sexos. Aragón. Dato base. Media. ,2012,28,22103.79
EAES729,Ambos sexos. Aragón. Dato base. Media. ,2013,28,22054.85
EAES729,Ambos sexos. Aragón. Dato base. Media. ,2014,28,22095.79
EAES729,Ambos sexos. Aragón. Dato base. Media. ,2015,28,22327.18
EAES729,Ambos sexos. Aragón. Dato base. Media. ,2016,28,22248.76
EAES729,Ambos sexos. Aragón. Dato base. Media. ,2017,28,23039.94
